title,movie_rating,release_date,genre_name,director,writer,actors,imdb_rating,box_office,run_time
Sleeping with Other People,R,2015-08-12,Comedy,Leslye Headland,Leslye Headland,Jason Sudeikis,6.5,0.0,101.0
Concussion,PG-13,2015-12-25,Biography,Peter Landesman,Peter Landesman,Will Smith,7.1,35000000.0,123.0
The Diary of a Teenage Girl,R,2015-08-28,Comedy,Marielle Heller,Phoebe Gloeckner,Bel Powley,6.9,2000000.0,102.0
Mustang,PG-13,2015-06-17,Drama,Deniz Gamze Ergüven,Deniz Gamze Ergüven,Günes Sensoy,7.6,0.0,97.0
The Walk,PG,2015-10-09,Action,Robert Zemeckis,Robert Zemeckis,Joseph Gordon-Levitt,7.3,35000000.0,123.0
Tangerine,R,2015-07-10,Comedy,Sean Baker,Sean Baker,Kitana Kiki Rodriguez,7.1,100000.0,88.0
A Walk in the Woods,R,2015-09-02,Adventure,Ken Kwapis,Michael Arndt,Robert Redford,6.4,8000000.0,104.0
Sinister 2,R,2015-08-21,Horror,Ciarán Foy,Scott Derrickson,James Ransone,5.3,10000000.0,97.0
Summertime,Not Rated,2015-08-19,Drama,Catherine Corsini,Catherine Corsini,Cécile de France,6.7,0.0,105.0
Anomalisa,R,2016-03-11,Animation,Duke Johnson,Charlie Kaufman,David Thewlis,7.3,8000000.0,90.0
The Blackcoat's Daughter,R,2017-02-16,Horror,Oz Perkins,Oz Perkins,Emma Roberts,5.9,0.0,93.0
Mississippi Grind,R,2015-08-13,Comedy,Anna Boden,Anna Boden,Ben Mendelsohn,6.4,6000000.0,108.0
Drishyam,Not Rated,2015-07-31,Crime,Nishikant Kamat,Jeethu Joseph,Ajay Devgn,8.2,9400000.0,163.0
Attack on Titan Part 1,Not Rated,2015-08-01,Action,Shinji Higuchi,Hajime Isayama,Haruma Miura,5.0,0.0,98.0
Woman in Gold,PG-13,2015-04-10,Biography,Simon Curtis,Alexi Kaye Campbell,Helen Mirren,7.3,11000000.0,109.0
Eddie the Eagle,PG-13,2016-02-26,Biography,Dexter Fletcher,Simon Kelton,Taron Egerton,7.4,23000000.0,106.0
Eye in the Sky,R,2016-04-01,Action,Gavin Hood,Guy Hibbert,Helen Mirren,7.3,13000000.0,102.0
The Second Best Exotic Marigold Hotel,PG,2015-03-06,Comedy,John Madden,Ol Parker,Judi Dench,6.6,10000000.0,122.0
Tumbledown,R,2016-02-05,Comedy,Sean Mewshaw,Sean Mewshaw,Rebecca Hall,6.2,0.0,105.0
Poltergeist,PG-13,2015-05-22,Horror,Gil Kenan,David Lindsay-Abaire,Sam Rockwell,4.9,35000000.0,93.0
The Meddler,PG-13,2016-06-03,Comedy,Lorene Scafaria,Lorene Scafaria,Susan Sarandon,6.3,3200000.0,103.0
We Are Your Friends,R,2015-08-28,Drama,Max Joseph,Max Joseph,Zac Efron,6.2,2000000.0,96.0
Into the Forest,R,2016-07-29,Drama,Patricia Rozema,Patricia Rozema,Elliot Page,5.8,0.0,101.0
Grandma,R,2015-09-18,Comedy,Paul Weitz,Paul Weitz,Lily Tomlin,6.7,600000.0,79.0
Bajirao Mastani,Not Rated,2015-12-18,Action,Sanjay Leela Bhansali,Nagnath S. Inamdar,Ranveer Singh,7.3,0.0,158.0
By the Sea,R,2015-12-09,Drama,Angelina Jolie,Angelina Jolie,Brad Pitt,5.3,10000000.0,122.0
Mortdecai,R,2015-01-23,Action,David Koepp,Eric Aronson,Johnny Depp,5.5,60000000.0,107.0
I'll See You in My Dreams,PG-13,2015-05-15,Comedy,Brett Haley,Brett Haley,Blythe Danner,6.7,0.0,92.0
Maggie,PG-13,2015-05-08,Drama,Henry Hobson,John Scott 3,Arnold Schwarzenegger,5.6,0.0,95.0
Project Almanac,PG-13,2015-01-30,Drama,Dean Israelite,Jason Pagan,Amy Landecker,6.4,12000000.0,106.0
Regression,R,2015-10-02,Crime,Alejandro Amenábar,Alejandro Amenábar,Ethan Hawke,5.7,0.0,106.0
True Story,R,2015-04-17,Biography,Rupert Goold,Rupert Goold,James Franco,6.3,0.0,99.0
The Man Who Knew Infinity,PG-13,2016-04-29,Biography,Matt Brown,Matt Brown,Dev Patel,7.2,10000000.0,108.0
The Transporter Refueled,PG-13,2015-09-04,Action,Camille Delamarre,Adam Cooper,Ed Skrein,5.2,0.0,96.0
Z for Zachariah,PG-13,2015-08-13,Drama,Craig Zobel,Nissar Modi,Chiwetel Ejiofor,6.0,7500000.0,98.0
Equals,PG-13,2016-05-26,Drama,Drake Doremus,Nathan Parker,Nicholas Hoult,6.1,16000000.0,101.0
Dope,R,2015-06-19,Adventure,Rick Famuyiwa,Rick Famuyiwa,Shameik Moore,7.2,7000000.0,103.0
Land of Mine,R,2015-12-03,Drama,Martin Zandvliet,Martin Zandvliet,Roland Møller,7.8,0.0,100.0
Hot Pursuit,PG-13,2015-05-08,Action,Anne Fletcher,David Feeney,Reese Witherspoon,5.2,35000000.0,87.0
Krampus,PG-13,2015-12-04,Comedy,Michael Dougherty,Todd Casey,Adam Scott,6.2,15000000.0,98.0
Bajrangi Bhaijaan,Not Rated,2015-07-17,Action,Kabir Khan,Vijayendra Prasad,Salman Khan,8.0,0.0,163.0
The Lure,Not Rated,2015-12-25,Drama,Agnieszka Smoczynska,Robert Bolesto,Marta Mazurek,6.3,0.0,92.0
The Gunman,R,2015-03-20,Action,Pierre Morel,Jean-Patrick Manchette,Sean Penn,5.8,40000000.0,115.0
The Night Before,R,2015-11-20,Comedy,Jonathan Levine,Jonathan Levine,Joseph Gordon-Levitt,6.4,25000000.0,101.0
90 Minutes in Heaven,PG-13,2015-09-11,Drama,Michael Polish,Michael Polish,Kate Bosworth,4.8,5000000.0,121.0
Tale of Tales,R,2016-04-22,Drama,Matteo Garrone,Edoardo Albinati,Salma Hayek,6.4,0.0,134.0
Ip Man 3,PG-13,2015-12-24,Action,Wilson Yip,Tai-lee Chan,Donnie Yen,7.1,36000000.0,105.0
"McFarland, USA",PG,2015-02-20,Biography,Niki Caro,Christopher Cleveland,Kevin Costner,7.4,17000000.0,129.0
Strange Magic,PG,2015-01-23,Animation,Gary Rydstrom,David Berenbaum,Evan Rachel Wood,5.8,0.0,99.0
The Peanuts Movie,G,2015-11-06,Animation,Steve Martino,Craig Schulz,Noah Schnapp,7.1,99000000.0,88.0
Rock the Kasbah,R,2015-10-23,Comedy,Barry Levinson,Mitch Glazer,Bill Murray,5.5,15000000.0,106.0
The Sea of Trees,PG-13,2016-08-26,Drama,Gus Van Sant,Chris Sparling,Matthew McConaughey,6.1,25000000.0,110.0
Alvin and the Chipmunks: The Road Chip,PG,2015-12-18,Animation,Walt Becker,Ross Bagdasarian,Jason Lee,5.0,90000000.0,92.0
The Lazarus Effect,PG-13,2015-02-27,Horror,David Gelb,Luke Dawson,Olivia Wilde,5.2,3300000.0,83.0
Love the Coopers,PG-13,2015-11-13,Comedy,Jessie Nelson,Steven Rogers,Steve Martin,5.8,17000000.0,107.0
The 33,PG-13,2015-11-13,Biography,Patricia Riggen,Mikko Alanne,Antonio Banderas,6.9,26000000.0,127.0
The Little Prince,PG,2016-08-05,Animation,Mark Osborne,Irena Brignull,Jeff Bridges,7.7,81200000.0,108.0
Louder Than Bombs,R,2015-10-02,Drama,Joachim Trier,Joachim Trier,Jesse Eisenberg,6.6,11000000.0,109.0
The Gallows,R,2015-07-10,Horror,Travis Cluff,Chris Lofing,Reese Mishler,4.3,100000.0,81.0
The Ones Below,R,2016-05-27,Drama,David Farr,David Farr,Clémence Poésy,6.1,0.0,87.0
Southbound,R,2016-02-09,Horror,Directors,Matt Bettinelli-Olpin,Chad Villella,5.9,0.0,89.0
Men & Chicken,Not Rated,2015-02-05,Comedy,Anders Thomas Jensen,Anders Thomas Jensen,David Dencik,6.7,0.0,104.0
Hyena Road,R,2015-10-09,Action,Paul Gross,Paul Gross,Rossif Sutherland,6.5,0.0,120.0
Slow West,R,2015-04-16,Action,John Maclean,John Maclean,Kodi Smit-McPhee,6.9,2000000.0,84.0
The End of the Tour,R,2015-11-12,Biography,James Ponsoldt,Donald Margulies,Jason Segel,7.3,0.0,106.0
Cop Car,R,2015-08-07,Crime,Jon Watts,Jon Watts,Kevin Bacon,6.3,800000.0,88.0
The Daughter,0,2017-01-27,Drama,Simon Stone,Simon Stone,Geoffrey Rush,6.6,0.0,96.0
Jem and the Holograms,PG,2015-10-23,Adventure,Jon M. Chu,Ryan Landels,Aubrey Peeples,4.2,5000000.0,118.0
Cemetery of Splendor,Unrated,2015-09-02,Drama,Apichatpong Weerasethakul,Apichatpong Weerasethakul,Jenjira Pongpas,6.8,0.0,122.0
Captive,PG-13,2015-09-18,Action,Jerry Jameson,Brian Bird,Kate Mara,5.4,2000000.0,97.0
Our Brand Is Crisis,R,2015-10-30,Comedy,David Gordon Green,Rachel Boynton,Sandra Bullock,6.1,28000000.0,107.0
Unfinished Business,R,2015-03-06,Comedy,Ken Scott,Steve Conrad,Vince Vaughn,5.4,35000000.0,91.0
Hot Tub Time Machine 2,R,2015-02-20,Comedy,Steve Pink,Josh Heald,Rob Corddry,5.1,14000000.0,93.0
Turbo Kid,Not Rated,2015-08-28,Action,François Simard,Anouk Whissell,Munro Chambers,6.7,0.0,93.0
The Overnight,R,2015-06-19,Comedy,Patrick Brice,Patrick Brice,Adam Scott,6.1,0.0,79.0
"Hello, My Name Is Doris",R,2016-04-01,Comedy,Michael Showalter,Laura Terruso,Sally Field,6.6,1000000.0,90.0
Ricki and the Flash,PG-13,2015-08-07,Comedy,Jonathan Demme,Diablo Cody,Meryl Streep,5.9,18000000.0,101.0
Danny Collins,R,2015-04-10,Biography,Dan Fogelman,Dan Fogelman,Al Pacino,7.0,10000000.0,106.0
Son of Saul,R,2015-06-11,Drama,László Nemes,László Nemes,Géza Röhrig,7.5,0.0,107.0
Mr. Holmes,PG,2015-07-24,Drama,Bill Condon,Mitch Cullin,Ian McKellen,6.9,11000000.0,104.0
Empire of Lust,0,2015-03-05,Action,Sang-hoon Ahn,Se-hee Kim,Shin Ha-kyun,6.0,0.0,113.0
Paul Blart: Mall Cop 2,PG,2015-04-17,Action,Andy Fickman,Kevin James,Kevin James,4.4,30000000.0,94.0
Remember,R,2015-12-17,Drama,Atom Egoyan,Benjamin August,Christopher Plummer,7.5,0.0,94.0
War Room,PG,2015-08-28,Drama,Alex Kendrick,Alex Kendrick,Priscilla C. Shirer,6.5,3000000.0,120.0
Dragon Blade,R,2015-09-04,Action,Daniel Lee,Daniel Lee,Jackie Chan,6.0,65000000.0,127.0
45 Years,R,2015-08-28,Drama,Andrew Haigh,Andrew Haigh,Charlotte Rampling,7.1,0.0,91.0
Mother's Day,PG-13,2016-04-29,Comedy,Garry Marshall,Anya Kochoff,Jennifer Aniston,5.7,25000000.0,118.0
Suicide Squad,PG-13,2016-08-05,Action,David Ayer,David Ayer,Will Smith,5.9,175000000.0,123.0
The Magnificent Seven,PG-13,2016-09-23,Action,Antoine Fuqua,Akira Kurosawa,Denzel Washington,6.9,90000000.0,132.0
Captain America: Civil War,PG-13,2016-05-06,Action,Anthony Russo,Christopher Markus,Chris Evans,7.8,250000000.0,147.0
Warcraft,PG-13,2016-06-10,Action,Duncan Jones,Charles Leavitt,Travis Fimmel,6.8,160000000.0,123.0
Deadpool,R,2016-02-12,Action,Tim Miller,Rhett Reese,Ryan Reynolds,8.0,58000000.0,108.0
Doctor Strange,PG-13,2016-11-04,Action,Scott Derrickson,Jon Spaihts,Benedict Cumberbatch,7.5,165000000.0,115.0
Split,PG-13,2017-01-20,Horror,M. Night Shyamalan,M. Night Shyamalan,James McAvoy,7.3,9000000.0,117.0
Me Before You,PG-13,2016-06-03,Drama,Thea Sharrock,Jojo Moyes,Emilia Clarke,7.4,20000000.0,106.0
Don't Breathe,R,2016-08-26,Crime,Fede Alvarez,Fede Alvarez,Stephen Lang,7.1,9900000.0,88.0
Lady Macbeth,R,2017-07-14,Drama,William Oldroyd,Nikolai Leskov,Florence Pugh,6.8,0.0,89.0
Moana,PG,2016-11-23,Animation,Directors,Jared Bush,Auli'i Cravalho,7.6,150000000.0,107.0
Arrival,PG-13,2016-11-11,Drama,Denis Villeneuve,Eric Heisserer,Amy Adams,7.9,47000000.0,116.0
X-Men: Apocalypse,PG-13,2016-05-27,Action,Bryan Singer,Simon Kinberg,James McAvoy,6.9,178000000.0,144.0
Captain Fantastic,R,2016-07-29,Comedy,Matt Ross,Matt Ross,Viggo Mortensen,7.9,5000000.0,118.0
Star Trek Beyond,PG-13,2016-07-22,Action,Justin Lin,Simon Pegg,Chris Pine,7.0,185000000.0,122.0
Sing,PG,2016-12-21,Animation,Garth Jennings,Garth Jennings,Matthew McConaughey,7.1,75000000.0,108.0
La La Land,PG-13,2016-12-25,Comedy,Damien Chazelle,Damien Chazelle,Ryan Gosling,8.0,30000000.0,128.0
The Conjuring 2,R,2016-06-10,Horror,James Wan,Chad Hayes,Vera Farmiga,7.3,40000000.0,134.0
Passengers,PG-13,2016-12-21,Drama,Morten Tyldum,Jon Spaihts,Jennifer Lawrence,7.0,110000000.0,116.0
Zootopia,PG,2016-03-04,Animation,Byron Howard,Byron Howard,Ginnifer Goodwin,8.0,150000000.0,108.0
The Huntsman: Winter's War,PG-13,2016-04-22,Action,Cedric Nicolas-Troyan,Evan Spiliotopoulos,Chris Hemsworth,6.1,115000000.0,114.0
Hacksaw Ridge,R,2016-11-04,Biography,Mel Gibson,Robert Schenkkan,Andrew Garfield,8.1,40000000.0,139.0
The Handmaiden,Not Rated,2016-06-01,Drama,Park Chan-Wook,Sarah Waters,Kim Min-hee,8.1,0.0,145.0
13 Hours,R,2016-01-15,Action,Michael Bay,Chuck Hogan,John Krasinski,7.3,50000000.0,144.0
Nocturnal Animals,R,2016-12-09,Drama,Tom Ford,Tom Ford,Amy Adams,7.5,22500000.0,116.0
Rogue One: A Star Wars Story,PG-13,2016-12-16,Action,Gareth Edwards,Chris Weitz,Felicity Jones,7.8,200000000.0,133.0
Batman v Superman: Dawn of Justice,PG-13,2016-03-25,Action,Zack Snyder,Chris Terrio,Ben Affleck,6.4,250000000.0,152.0
Your Name.,TV-PG,2017-04-07,Animation,Makoto Shinkai,Makoto Shinkai,Ryûnosuke Kamiki,8.4,0.0,106.0
Kung Fu Panda 3,PG,2016-01-29,Animation,Alessandro Carloni,Jonathan Aibel,Jack Black,7.1,145000000.0,95.0
The Nice Guys,R,2016-05-20,Action,Shane Black,Shane Black,Russell Crowe,7.4,50000000.0,116.0
Independence Day: Resurgence,PG-13,2016-06-24,Action,Roland Emmerich,Nicolas Wright,Liam Hemsworth,5.2,165000000.0,120.0
Raw,R,2017-03-15,Drama,Julia Ducournau,Julia Ducournau,Garance Marillier,7.0,0.0,99.0
Miss Peregrine's Home for Peculiar Children,PG-13,2016-09-30,Adventure,Tim Burton,Ransom Riggs,Eva Green,6.7,110000000.0,127.0
Fantastic Beasts and Where to Find Them,PG-13,2016-11-18,Adventure,David Yates,J.K. Rowling,Eddie Redmayne,7.3,180000000.0,132.0
Train to Busan,Not Rated,2016-07-20,Action,Sang-ho Yeon,Joo-Suk Park,Gong Yoo,7.6,0.0,118.0
Resident Evil: The Final Chapter,R,2017-01-27,Action,Paul W.S. Anderson,Paul W.S. Anderson,Milla Jovovich,5.5,40000000.0,107.0
Criminal,R,2016-04-15,Action,Ariel Vromen,Douglas Cook,Kevin Costner,6.3,31500000.0,113.0
Underworld: Blood Wars,R,2017-01-06,Action,Anna Foerster,Cory Goodman,Kate Beckinsale,5.8,35000000.0,91.0
The Shallows,PG-13,2016-06-24,Action,Jaume Collet-Serra,Anthony Jaswinski,Blake Lively,6.3,17000000.0,86.0
Hidden Figures,PG,2017-01-06,Biography,Theodore Melfi,Allison Schroeder,Taraji P. Henson,7.8,25000000.0,127.0
Sausage Party,R,2016-08-12,Animation,Greg Tiernan,Kyle Hunter,Seth Rogen,6.1,19000000.0,89.0
The Girl on the Train,R,2016-10-07,Crime,Tate Taylor,Erin Cressida Wilson,Emily Blunt,6.5,45000000.0,112.0
Hell or High Water,R,2016-08-26,Action,David Mackenzie,Taylor Sheridan,Chris Pine,7.6,12000000.0,102.0
The Purge: Election Year,R,2016-07-01,Action,James DeMonaco,James DeMonaco,Frank Grillo,6.0,10000000.0,108.0
Ghostbusters,PG-13,2016-07-15,Action,Paul Feig,Katie Dippold,Melissa McCarthy,6.7,144000000.0,117.0
The Accountant,R,2016-10-14,Action,Gavin O'Connor,Bill Dubuque,Ben Affleck,7.3,44000000.0,128.0
The Neon Demon,R,2016-06-24,Horror,Nicolas Winding Refn,Nicolas Winding Refn,Elle Fanning,6.2,7000000.0,117.0
Moonlight,R,2016-11-18,Drama,Barry Jenkins,Barry Jenkins,Mahershala Ali,7.4,4000000.0,111.0
Jason Bourne,PG-13,2016-07-29,Action,Paul Greengrass,Paul Greengrass,Matt Damon,6.6,120000000.0,123.0
Manchester by the Sea,R,2016-12-16,Drama,Kenneth Lonergan,Kenneth Lonergan,Casey Affleck,7.8,9000000.0,137.0
Central Intelligence,PG-13,2016-06-17,Action,Rawson Marshall Thurber,Ike Barinholtz,Dwayne Johnson,6.3,50000000.0,107.0
War Dogs,R,2016-08-19,Biography,Todd Phillips,Stephen Chin,Jonah Hill,7.1,40000000.0,114.0
The Legend of Tarzan,PG-13,2016-07-01,Action,David Yates,Adam Cozad,Alexander Skarsgård,6.2,180000000.0,110.0
Silence,R,2017-01-13,Drama,Martin Scorsese,Jay Cocks,Andrew Garfield,7.2,46000000.0,161.0
American Honey,R,2016-10-14,Adventure,Andrea Arnold,Andrea Arnold,Sasha Lane,7.0,0.0,163.0
Gods of Egypt,PG-13,2016-02-26,Action,Alex Proyas,Matt Sazama,Brenton Thwaites,5.4,140000000.0,127.0
Hunt for the Wilderpeople,PG-13,2016-07-01,Adventure,Taika Waititi,Taika Waititi,Sam Neill,7.9,0.0,101.0
The Founder,PG-13,2017-01-20,Biography,John Lee Hancock,Robert Siegel,Michael Keaton,7.2,25000000.0,115.0
Inferno,PG-13,2016-10-28,Action,Ron Howard,Dan Brown,Tom Hanks,6.2,75000000.0,121.0
Now You See Me 2,PG-13,2016-06-10,Action,Jon M. Chu,Ed Solomon,Jesse Eisenberg,6.5,90000000.0,129.0
Miss Sloane,R,2016-12-09,Drama,John Madden,Jonathan Perera,Jessica Chastain,7.5,13000000.0,132.0
The Jungle Book,PG,2016-04-15,Adventure,Jon Favreau,Justin Marks,Neel Sethi,7.4,175000000.0,106.0
10 Cloverfield Lane,PG-13,2016-03-11,Action,Dan Trachtenberg,Josh Campbell,John Goodman,7.2,15000000.0,103.0
The Lost City of Z,PG-13,2017-04-21,Biography,James Gray,James Gray,Charlie Hunnam,6.6,30000000.0,141.0
Finding Dory,PG,2016-06-17,Animation,Andrew Stanton,Andrew Stanton,Ellen DeGeneres,7.3,200000000.0,97.0
Lion,PG-13,2017-01-06,Biography,Garth Davis,Saroo Brierley,Dev Patel,8.0,12000000.0,118.0
Lights Out,PG-13,2016-07-22,Drama,David F. Sandberg,Eric Heisserer,Teresa Palmer,6.3,4900000.0,81.0
Meet the Blacks,R,2016-04-01,Comedy,Deon Taylor,Deon Taylor,Mike Epps,4.8,900000.0,94.0
Allied,R,2016-11-23,Action,Robert Zemeckis,Steven Knight,Brad Pitt,7.1,85000000.0,124.0
Jack Reacher: Never Go Back,PG-13,2016-10-21,Action,Edward Zwick,Richard Wenk,Tom Cruise,6.1,60000000.0,118.0
Bridget Jones's Baby,R,2016-09-16,Comedy,Sharon Maguire,Helen Fielding,Renée Zellweger,6.5,35000000.0,123.0
How to Be Single,R,2016-02-12,Comedy,Christian Ditter,Abby Kohn,Dakota Johnson,6.1,38000000.0,110.0
Snowden,R,2016-09-16,Biography,Oliver Stone,Kieran Fitzgerald,Joseph Gordon-Levitt,7.3,40000000.0,134.0
Dangal,Not Rated,2016-12-21,Action,Nitesh Tiwari,Piyush Gupta,Aamir Khan,8.4,0.0,161.0
The Bad Batch,R,2017-06-23,Action,Ana Lily Amirpour,Ana Lily Amirpour,Suki Waterhouse,5.3,6000000.0,118.0
Triple 9,R,2016-02-26,Action,John Hillcoat,Matt Cook,Casey Affleck,6.3,20000000.0,115.0
Deepwater Horizon,PG-13,2016-09-30,Action,Peter Berg,Matthew Michael Carnahan,Mark Wahlberg,7.1,110000000.0,107.0
The Choice,PG-13,2016-02-05,Drama,Ross Katz,Bryan Sipe,Benjamin Walker,6.6,0.0,111.0
Sully,PG-13,2016-09-09,Biography,Clint Eastwood,Todd Komarnicki,Tom Hanks,7.4,60000000.0,96.0
Morgan,R,2016-09-02,Action,Luke Scott,Seth W. Owen,Kate Mara,5.8,8000000.0,92.0
Pride and Prejudice and Zombies,PG-13,2016-02-05,Action,Burr Steers,Burr Steers,Lily James,5.8,28000000.0,108.0
The Infiltrator,R,2016-07-13,Biography,Brad Furman,Ellen Furman,Bryan Cranston,7.0,28000000.0,127.0
The Edge of Seventeen,R,2016-11-18,Comedy,Kelly Fremon Craig,Kelly Fremon Craig,Hailee Steinfeld,7.3,9000000.0,104.0
A Cure for Wellness,R,2017-02-17,Drama,Gore Verbinski,Justin Haythe,Dane DeHaan,6.4,40000000.0,146.0
London Has Fallen,R,2016-03-04,Action,Babak Najafi,Creighton Rothenberger,Gerard Butler,5.9,60000000.0,99.0
Dirty Grandpa,R,2016-01-22,Comedy,Dan Mazer,John Phillips,Robert De Niro,5.9,25000000.0,102.0
"Hail, Caesar!",PG-13,2016-02-05,Comedy,Ethan Coen,Joel Coen,Josh Brolin,6.3,22000000.0,106.0
The 5th Wave,PG-13,2016-01-22,Action,J Blakeson,Susannah Grant,Chloë Grace Moretz,5.2,38000000.0,112.0
Trolls,PG,2016-11-04,Animation,Mike Mitchell,Jonathan Aibel,Anna Kendrick,6.5,125000000.0,92.0
Allegiant,PG-13,2016-03-18,Action,Robert Schwentke,Noah Oppenheim,Shailene Woodley,5.7,110000000.0,120.0
Paterson,R,2016-12-28,Comedy,Jim Jarmusch,Jim Jarmusch,Adam Driver,7.4,5000000.0,118.0
Swiss Army Man,R,2016-07-01,Comedy,Dan Kwan,Daniel Scheinert,Paul Dano,7.0,3000000.0,97.0
The Great Wall,PG-13,2017-02-17,Action,Yimou Zhang,Carlo Bernard,Matt Damon,5.9,150000000.0,103.0
Mike and Dave Need Wedding Dates,R,2016-07-08,Comedy,Jake Szymanski,Andrew Jay Cohen,Zac Efron,6.0,33000000.0,98.0
Bad Moms,R,2016-07-29,Comedy,Jon Lucas,Jon Lucas,Mila Kunis,6.2,20000000.0,100.0
Collateral Beauty,PG-13,2016-12-16,Drama,David Frankel,Allan Loeb,Will Smith,6.8,36000000.0,97.0
The Boy,PG-13,2016-01-22,Horror,William Brent Bell,Stacey Menear,Lauren Cohan,6.0,10000000.0,97.0
Fences,PG-13,2016-12-25,Drama,Denzel Washington,August Wilson,Denzel Washington,7.2,24000000.0,139.0
Alice Through the Looking Glass,PG,2016-05-27,Adventure,James Bobin,Linda Woolverton,Mia Wasikowska,6.2,170000000.0,113.0
The Brothers Grimsby,R,2016-03-11,Action,Louis Leterrier,Sacha Baron Cohen,Sacha Baron Cohen,6.2,35000000.0,83.0
Ice Age: Collision Course,PG,2016-07-22,Animation,Mike Thurmeier,Michael J. Wilson,Ray Romano,5.7,105000000.0,94.0
Patriots Day,R,2017-01-13,Action,Peter Berg,Peter Berg,Mark Wahlberg,7.4,45000000.0,133.0
Keeping Up with the Joneses,PG-13,2016-10-21,Action,Greg Mottola,Michael LeSieur,Zach Galifianakis,5.9,40000000.0,105.0
Genius,PG-13,2016-06-10,Biography,Michael Grandage,John Logan,Colin Firth,6.6,0.0,104.0
The Secret Life of Pets,PG,2016-07-08,Animation,Chris Renaud,Cinco Paul,Louis C.K.,6.5,75000000.0,87.0
Popstar: Never Stop Never Stopping,R,2016-06-03,Comedy,Akiva Schaffer,Andy Samberg,Andy Samberg,6.7,20000000.0,87.0
Goldstone,R,2016-07-07,Crime,Ivan Sen,Ivan Sen,Aaron Pedersen,6.5,0.0,110.0
20th Century Women,R,2017-01-20,Comedy,Mike Mills,Mike Mills,Annette Bening,7.3,7000000.0,119.0
Assassin's Creed,PG-13,2016-12-21,Action,Justin Kurzel,Michael Lesslie,Michael Fassbender,5.7,125000000.0,115.0
Teenage Mutant Ninja Turtles: Out of the Shadows,PG-13,2016-06-03,Action,Dave Green,Josh Appelbaum,Megan Fox,6.0,135000000.0,112.0
White Girl,Not Rated,2016-12-01,Crime,Elizabeth Wood,Elizabeth Wood,Morgan Saylor,5.7,0.0,88.0
Everybody Wants Some!!,R,2016-04-07,Comedy,Richard Linklater,Richard Linklater,Blake Jenner,6.9,10000000.0,117.0
The Take,R,2016-11-18,Action,James Watkins,Andrew Baldwin,Idris Elba,6.3,20000000.0,92.0
The Finest Hours,PG-13,2016-01-29,Action,Craig Gillespie,Scott Silver,Chris Pine,6.8,80000000.0,117.0
Greater,PG,2016-08-26,Biography,David L. Hunt,Brian Reindl,Neal McDonough,7.3,9000000.0,130.0
The Love Witch,Unrated,2017-03-10,Comedy,Anna Biller,Anna Biller,Samantha Robinson,6.2,0.0,120.0
The Belko Experiment,R,2017-03-17,Horror,Greg McLean,James Gunn,John Gallagher Jr.,6.1,5000000.0,89.0
The BFG,PG,2016-07-01,Adventure,Steven Spielberg,Melissa Mathison,Mark Rylance,6.4,140000000.0,117.0
Zoolander 2,PG-13,2016-02-12,Action,Ben Stiller,Justin Theroux,Ben Stiller,4.7,50000000.0,101.0
Midnight Special,PG-13,2016-04-21,Drama,Jeff Nichols,Jeff Nichols,Michael Shannon,6.6,18000000.0,112.0
The Angry Birds Movie,PG,2016-05-20,Animation,Clay Kaytis,Jon Vitti,Jason Sudeikis,6.3,73000000.0,97.0
Live by Night,R,2017-01-13,Action,Ben Affleck,Ben Affleck,Ben Affleck,6.4,108000000.0,129.0
Nerve,PG-13,2016-07-27,Action,Henry Joost,Jessica Sharzer,Emma Roberts,6.5,19000000.0,96.0
Mechanic: Resurrection,R,2016-08-26,Action,Dennis Gansel,Lewis John Carlino,Jason Statham,5.7,40000000.0,98.0
Sing Street,PG-13,2016-03-17,Comedy,John Carney,Simon Carmody,Ferdia Walsh-Peelo,7.9,0.0,106.0
The Light Between Oceans,PG-13,2016-09-02,Drama,Derek Cianfrance,Derek Cianfrance,Michael Fassbender,7.2,20000000.0,133.0
Shin Godzilla,Not Rated,2016-07-29,Action,Hideaki Anno,Hideaki Anno,Hiroki Hasegawa,6.8,0.0,120.0
Why Him?,R,2016-12-23,Comedy,John Hamburg,John Hamburg,Zoey Deutch,6.2,38000000.0,111.0
Miracles from Heaven,PG,2016-03-16,Biography,Patricia Riggen,Christy Beam,Jennifer Garner,7.1,13000000.0,109.0
Colossal,R,2017-04-21,Comedy,Nacho Vigalondo,Nacho Vigalondo,Anne Hathaway,6.2,15000000.0,109.0
Free Fire,R,2017-04-21,Action,Ben Wheatley,Amy Jump,Sharlto Copley,6.4,0.0,91.0
The Void,Not Rated,2017-04-07,Horror,Jeremy Gillespie,Jeremy Gillespie,Aaron Poole,5.9,0.0,90.0
The Exception,R,2017-06-02,Drama,David Leveaux,Simon Burke,Lily James,6.8,0.0,107.0
Neighbors 2: Sorority Rising,R,2016-05-20,Comedy,Nicholas Stoller,Andrew Jay Cohen,Seth Rogen,5.7,35000000.0,92.0
Ben-Hur,PG-13,2016-08-19,Action,Timur Bekmambetov,Lew Wallace,Jack Huston,5.7,100000000.0,123.0
Free State of Jones,R,2016-06-24,Action,Gary Ross,Gary Ross,Matthew McConaughey,6.9,50000000.0,139.0
Jackie,R,2016-12-02,Biography,Pablo Larraín,Noah Oppenheim,Natalie Portman,6.7,9000000.0,100.0
