title,movie_rating,release_date,genre_name,director,writer,actors,imdb_rating,box_office,run_time
Mommy,R,2014-10-08,Drama,Xavier Dolan,Xavier Dolan,Anne Dorval,8.1,0.0,139.0
Testament of Youth,PG-13,2015-01-16,Biography,James Kent,Vera Brittain,Alicia Vikander,7.3,0.0,129.0
Cooties,R,2015-09-18,Action,Jonathan Milott,Leigh Whannell,Elijah Wood,5.7,0.0,88.0
The Book of Life,PG,2014-10-17,Animation,Jorge R. Gutiérrez,Jorge R. Gutiérrez,Diego Luna,7.3,50000000.0,95.0
Goodnight Mommy,R,2015-09-11,Horror,Severin Fiala,Veronika Franz,Lukas Schwarz,6.7,0.0,99.0
The November Man,R,2014-08-27,Action,Roger Donaldson,Michael Finch,Pierce Brosnan,6.3,15000000.0,108.0
Dracula Untold,PG-13,2014-10-10,Action,Gary Shore,Matt Sazama,Luke Evans,6.3,70000000.0,92.0
Unfriended,R,2015-04-17,Horror,Levan Gabriadze,Nelson Greaves,Heather Sossaman,5.5,1000000.0,83.0
I Origins,R,2014-09-19,Drama,Mike Cahill,Mike Cahill,Michael Pitt,7.4,1000000.0,106.0
Transcendence,PG-13,2014-04-18,Action,Wally Pfister,Jack Paglen,Johnny Depp,6.2,100000000.0,119.0
Endless Love,PG-13,2014-02-14,Drama,Shana Feste,Shana Feste,Gabriella Wilde,6.3,20000000.0,104.0
Just Before I Go,R,2015-04-24,Comedy,Courteney Cox,David Flebotte,Seann William Scott,6.4,0.0,95.0
Before I Go to Sleep,R,2014-10-31,Drama,Rowan Joffe,Rowan Joffe,Nicole Kidman,6.4,22000000.0,92.0
The Good Lie,PG-13,2014-11-07,Biography,Philippe Falardeau,Margaret Nagle,Reese Witherspoon,7.4,20000000.0,110.0
Deliver Us from Evil,R,2014-07-02,Action,Scott Derrickson,Scott Derrickson,Eric Bana,6.2,30000000.0,118.0
The Raid 2,R,2014-04-11,Action,Gareth Evans,Gareth Evans,Iko Uwais,8.0,4500000.0,150.0
Taken 3,PG-13,2015-01-09,Action,Olivier Megaton,Luc Besson,Liam Neeson,6.0,48000000.0,108.0
Pompeii,PG-13,2014-02-21,Action,Paul W.S. Anderson,Janet Scott Batchler,Kit Harington,5.5,100000000.0,105.0
Kill Me Three Times,R,2015-04-10,Action,Kriv Stenders,James McFarland,Simon Pegg,5.9,0.0,90.0
Ride Along,PG-13,2014-01-17,Action,Tim Story,Greg Coolidge,Ice Cube,6.2,25000000.0,99.0
That Awkward Moment,R,2014-01-31,Comedy,Tom Gormican,Tom Gormican,Zac Efron,6.1,8000000.0,94.0
The Homesman,R,2014-05-18,Drama,Tommy Lee Jones,Tommy Lee Jones,Tommy Lee Jones,6.6,16000000.0,122.0
Black Sea,R,2015-01-23,Adventure,Kevin Macdonald,Dennis Kelly,Jude Law,6.4,0.0,114.0
"Men, Women & Children",R,2014-10-17,Comedy,Jason Reitman,Chad Kultgen,Kaitlyn Dever,6.7,16000000.0,119.0
Let's Be Cops,R,2014-08-13,Action,Luke Greenfield,Luke Greenfield,Jake Johnson,6.4,17000000.0,104.0
A Most Violent Year,R,2015-01-30,Action,J.C. Chandor,J.C. Chandor,Oscar Isaac,7.0,20000000.0,125.0
PK,Not Rated,2014-12-19,Comedy,Rajkumar Hirani,Rajkumar Hirani,Aamir Khan,8.1,0.0,153.0
A Little Chaos,R,2015-06-26,Drama,Alan Rickman,Jeremy Brock,Kate Winslet,6.5,0.0,112.0
The Loft,R,2015-01-30,Mystery,Erik Van Looy,Bart De Pauw,Karl Urban,6.3,14000000.0,108.0
A Most Wanted Man,R,2014-08-01,Crime,Anton Corbijn,Andrew Bovell,Philip Seymour Hoffman,6.8,15000000.0,122.0
Clown,R,2016-06-17,Horror,Jon Watts,Christopher Ford,Andy Powers,5.7,1500000.0,100.0
The Signal,PG-13,2014-07-10,Drama,William Eubank,Carlyle Eubank,Brenton Thwaites,6.1,4000000.0,97.0
The Hundred-Foot Journey,PG,2014-08-08,Comedy,Lasse Hallström,Steven Knight,Helen Mirren,7.3,22000000.0,122.0
Beyond the Lights,PG-13,2014-11-14,Drama,Gina Prince-Bythewood,Gina Prince-Bythewood,Gugu Mbatha-Raw,6.9,7000000.0,116.0
Maps to the Stars,R,2015-02-27,Comedy,David Cronenberg,Bruce Wagner,Julianne Moore,6.2,15000000.0,111.0
If I Stay,PG-13,2014-08-22,Drama,R.J. Cutler,Shauna Cross,Chloë Grace Moretz,6.7,11000000.0,107.0
She's Funny That Way,R,2015-08-21,Comedy,Peter Bogdanovich,Louise Stratten,Imogen Poots,6.1,0.0,93.0
'71,R,2014-10-10,Action,Yann Demange,Gregory Burke,Jack O'Connell,7.2,0.0,99.0
Still Alice,PG-13,2015-02-20,Drama,Richard Glatzer,Richard Glatzer,Julianne Moore,7.5,5000000.0,101.0
3 Days to Kill,PG-13,2014-02-21,Action,McG,Adi Hasak,Kevin Costner,6.2,28000000.0,117.0
Spring,Not Rated,2015-03-20,Horror,Justin Benson,Justin Benson,Lou Taylor Pucci,6.7,0.0,109.0
Love & Mercy,PG-13,2015-06-19,Biography,Bill Pohlad,Oren Moverman,John Cusack,7.4,10000000.0,121.0
Big Eyes,PG-13,2014-12-25,Biography,Tim Burton,Scott Alexander,Amy Adams,7.0,10000000.0,106.0
Addicted,R,2014-10-10,Drama,Bille Woodruff,Christina Welsh,Sharon Leal,5.1,5000000.0,106.0
The Water Diviner,R,2014-12-26,Drama,Russell Crowe,Andrew Knight,Russell Crowe,7.0,22500000.0,111.0
Selma,PG-13,2015-01-09,Biography,Ava DuVernay,Paul Webb,David Oyelowo,7.5,20000000.0,128.0
Veronica Mars,PG-13,2014-03-13,Crime,Rob Thomas,Rob Thomas,Kristen Bell,6.8,6000000.0,107.0
Million Dollar Arm,PG,2014-05-16,Biography,Craig Gillespie,Tom McCarthy,Jon Hamm,7.0,25000000.0,124.0
The One I Love,R,2014-08-08,Comedy,Charlie McDowell,Justin Lader,Mark Duplass,7.1,100000.0,91.0
Jersey Boys,R,2014-06-20,Biography,Clint Eastwood,Marshall Brickman,John Lloyd Young,6.8,40000000.0,134.0
Walk of Shame,R,2014-05-01,Comedy,Steven Brill,Steven Brill,Elizabeth Banks,6.0,0.0,95.0
Draft Day,PG-13,2014-04-11,Drama,Ivan Reitman,Scott Rothman,Kevin Costner,6.8,25000000.0,110.0
And So It Goes,PG-13,2014-07-25,Comedy,Rob Reiner,Mark Andrus,Michael Douglas,5.8,18000000.0,94.0
A Haunted House 2,R,2014-04-18,Comedy,Michael Tiddes,Marlon Wayans,Marlon Wayans,4.7,4000000.0,86.0
The Gambler,R,2014-12-25,Crime,Rupert Wyatt,William Monahan,Mark Wahlberg,6.1,25000000.0,111.0
Cake,R,2015-01-23,Drama,Daniel Barnz,Patrick Tobin,Jennifer Aniston,6.4,7000000.0,102.0
"I, Frankenstein",PG-13,2014-01-24,Action,Stuart Beattie,Stuart Beattie,Aaron Eckhart,5.1,65000000.0,92.0
Muppets Most Wanted,PG,2014-03-21,Adventure,James Bobin,James Bobin,Ricky Gervais,6.4,50000000.0,107.0
Two Night Stand,R,2014-09-26,Comedy,Max Nichols,Mark Hammer,Miles Teller,6.4,0.0,86.0
Son of a Gun,R,2014-12-11,Action,Julius Avery,Julius Avery,Ewan McGregor,6.4,0.0,108.0
Pawn Sacrifice,PG-13,2015-09-25,Biography,Edward Zwick,Steven Knight,Tobey Maguire,7.0,19000000.0,115.0
Left Behind,PG-13,2014-10-03,Action,Vic Armstrong,Paul Lalonde,Nicolas Cage,3.1,16000000.0,110.0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",PG,2014-10-10,Comedy,Miguel Arteta,Rob Lieber,Steve Carell,6.2,28000000.0,81.0
St. Vincent,PG-13,2014-10-24,Comedy,Theodore Melfi,Theodore Melfi,Bill Murray,7.2,13000000.0,102.0
The Legend of Hercules,PG-13,2014-01-10,Action,Renny Harlin,Sean Hood,Kellan Lutz,4.2,70000000.0,99.0
Kill the Messenger,R,2014-10-09,Biography,Michael Cuesta,Peter Landesman,Jeremy Renner,6.9,0.0,112.0
Step Up All in,PG-13,2014-08-08,Drama,Trish Sie,Duane Adler,Ryan Guzman,6.0,45000000.0,112.0
The Salvation,R,2015-02-27,Action,Kristian Levring,Anders Thomas Jensen,Mads Mikkelsen,6.7,0.0,92.0
God's Not Dead,PG,2014-03-21,Drama,Harold Cronk,Hunter Dennis,Shane Harper,4.7,2000000.0,113.0
Winter's Tale,PG-13,2014-02-14,Drama,Akiva Goldsman,Akiva Goldsman,Colin Farrell,6.2,60000000.0,118.0
When Marnie Was There,PG,2015-08-07,Animation,James Simone,Joan G. Robinson,Sara Takatsuki,7.7,0.0,103.0
Mr. Peabody & Sherman,PG,2014-03-07,Animation,Rob Minkoff,Jay Ward,Ty Burrell,6.8,145000000.0,92.0
Tammy,R,2014-07-02,Comedy,Ben Falcone,Melissa McCarthy,Melissa McCarthy,4.9,20000000.0,97.0
Big Game,PG-13,2015-06-26,Action,Jalmari Helander,Jalmari Helander,Samuel L. Jackson,5.4,0.0,110.0
A Long Way Down,R,2014-06-05,Comedy,Pascal Chaumeil,Nick Hornby,Pierce Brosnan,6.4,12000000.0,96.0
The Rover,R,2014-06-20,Action,David Michôd,David Michôd,Guy Pearce,6.4,12000000.0,103.0
Force Majeure,R,2014-12-30,Comedy,Ruben Östlund,Ruben Östlund,Johannes Kuhnke,7.3,0.0,120.0
"Two Days, One Night",PG-13,2014-05-21,Drama,Jean-Pierre Dardenne,Jean-Pierre Dardenne,Marion Cotillard,7.3,0.0,95.0
Lost River,R,2015-04-10,Drama,Ryan Gosling,Ryan Gosling,Christina Hendricks,5.7,2000000.0,95.0
Magic in the Moonlight,PG-13,2014-08-15,Comedy,Woody Allen,Woody Allen,Colin Firth,6.5,16800000.0,97.0
Song of the Sea,PG,2015-11-20,Animation,Tomm Moore,Will Collins,David Rawle,8.1,0.0,93.0
Hector and the Search for Happiness,R,2014-08-14,Adventure,Peter Chelsom,Maria von Heland,Simon Pegg,7.0,0.0,114.0
The Quiet Ones,PG-13,2014-04-25,Horror,John Pogue,Craig Rosenberg,Jared Harris,5.1,200000.0,98.0
Zombeavers,R,2015-03-20,Action,Jordan Rubin,Al Kaplan,Rachel Melvin,4.8,0.0,77.0
Barefoot,PG-13,2014-09-04,Comedy,Andrew Fleming,Stephen Zotnowski,Evan Rachel Wood,6.6,6000000.0,90.0
No Good Deed,PG-13,2014-09-12,Thriller,Sam Miller,Aimee Lagos,Taraji P. Henson,5.6,13200000.0,84.0
Leviathan,R,2015-02-05,Crime,Andrey Zvyagintsev,Oleg Negin,Aleksey Serebryakov,7.6,0.0,140.0
Serena,R,2015-02-26,Drama,Susanne Bier,Christopher Kyle,Bradley Cooper,5.4,30000000.0,109.0
The Duke of Burgundy,Not Rated,2015-01-23,Drama,Peter Strickland,Peter Strickland,Sidse Babett Knudsen,6.5,1000000.0,104.0
Effie Gray,PG-13,2014-10-10,Biography,Richard Laxton,Emma Thompson,Dakota Fanning,6.0,0.0,104.0
Wish I Was Here,R,2014-07-25,Comedy,Zach Braff,Adam J. Braff,Zach Braff,6.7,6000000.0,106.0
Frank,R,2014-09-05,Comedy,Lenny Abrahamson,Jon Ronson,Michael Fassbender,7.0,0.0,95.0
Get on Up,PG-13,2014-08-01,Biography,Tate Taylor,Jez Butterworth,Chadwick Boseman,6.9,30000000.0,139.0
Suffragette,PG-13,2015-10-12,Drama,Sarah Gavron,Abi Morgan,Carey Mulligan,6.9,14000000.0,106.0
Ouija,PG-13,2014-10-24,Horror,Stiles White,Juliet Snowden,Olivia Cooke,4.5,5000000.0,89.0
Heaven Is for Real,PG,2014-04-16,Biography,Randall Wallace,Randall Wallace,Greg Kinnear,5.8,12000000.0,99.0
While We're Young,R,2015-04-17,Comedy,Noah Baumbach,Noah Baumbach,Ben Stiller,6.3,10000000.0,97.0
Winter Sleep,Not Rated,2014-06-12,Drama,Nuri Bilge Ceylan,Ebru Ceylan,Haluk Bilginer,8.1,0.0,196.0
White Bird in a Blizzard,R,2014-09-25,Drama,Gregg Araki,Gregg Araki,Shailene Woodley,6.4,0.0,91.0
Dear White People,R,2014-12-04,Comedy,Justin Simien,Justin Simien,Tyler James Williams,6.1,0.0,108.0
Calvary,R,2014-04-11,Drama,John Michael McDonagh,John Michael McDonagh,Brendan Gleeson,7.4,0.0,102.0
Think Like a Man Too,PG-13,2014-06-20,Comedy,Tim Story,Keith Merryman,Kevin Hart,5.8,24000000.0,106.0
Heaven Knows What,R,2015-05-29,Crime,Benny Safdie,Arielle Holmes,Arielle Holmes,6.8,0.0,97.0
The Keeping Room,R,2015-09-25,Drama,Daniel Barber,Julia Hart,Brit Marling,6.0,0.0,95.0
Planes: Fire & Rescue,PG,2014-07-18,Animation,Roberts Gannaway,Roberts Gannaway,Dane Cook,6.0,50000000.0,83.0
Top Five,R,2014-12-12,Comedy,Chris Rock,Chris Rock,Chris Rock,6.4,12000000.0,102.0
99 Homes,R,2015-10-09,Drama,Ramin Bahrani,Ramin Bahrani,Andrew Garfield,7.1,8000000.0,112.0
Black or White,PG-13,2015-01-30,Drama,Mike Binder,Mike Binder,Kevin Costner,6.6,9000000.0,121.0
Clouds of Sils Maria,R,2014-08-20,Drama,Olivier Assayas,Olivier Assayas,Juliette Binoche,6.7,0.0,124.0
Big Stone Gap,PG-13,2016-05-20,Comedy,Adriana Trigiani,Adriana Trigiani,Ashley Judd,5.7,0.0,103.0
Laggies,R,2014-10-24,Comedy,Lynn Shelton,Andrea Seigel,Keira Knightley,6.4,5000000.0,99.0
Mad Max: Fury Road,R,2015-05-15,Action,George Miller,George Miller,Tom Hardy,8.1,150000000.0,120.0
Avengers: Age of Ultron,PG-13,2015-05-01,Action,Joss Whedon,Joss Whedon,Robert Downey Jr.,7.3,250000000.0,141.0
Crimson Peak,R,2015-10-16,Drama,Guillermo del Toro,Guillermo del Toro,Mia Wasikowska,6.5,55000000.0,119.0
Furious 7,PG-13,2015-04-03,Action,James Wan,Chris Morgan,Vin Diesel,7.1,190000000.0,137.0
The Hateful Eight,R,2015-12-30,Crime,Quentin Tarantino,Quentin Tarantino,Samuel L. Jackson,7.8,44000000.0,168.0
Ant-Man,PG-13,2015-07-17,Action,Peyton Reed,Edgar Wright,Paul Rudd,7.3,130000000.0,117.0
Fifty Shades of Grey,R,2015-02-13,Drama,Sam Taylor-Johnson,Kelly Marcel,Dakota Johnson,4.1,40000000.0,125.0
Sicario,R,2015-10-02,Action,Denis Villeneuve,Taylor Sheridan,Emily Blunt,7.6,30000000.0,121.0
The Witch,R,2016-02-19,Drama,Robert Eggers,Robert Eggers,Anya Taylor-Joy,6.9,4000000.0,92.0
The Big Short,R,2015-12-23,Biography,Adam McKay,Charles Randolph,Christian Bale,7.8,28000000.0,130.0
Jurassic World,PG-13,2015-06-12,Action,Colin Trevorrow,Rick Jaffa,Chris Pratt,7.0,150000000.0,124.0
The Revenant,R,2016-01-08,Action,Alejandro G. Iñárritu,Mark L. Smith,Leonardo DiCaprio,8.0,135000000.0,156.0
The Martian,PG-13,2015-10-02,Adventure,Ridley Scott,Drew Goddard,Matt Damon,8.0,108000000.0,144.0
Room,R,2016-01-22,Drama,Lenny Abrahamson,Emma Donoghue,Brie Larson,8.1,13000000.0,118.0
Inside Out,PG,2015-06-19,Animation,Pete Docter,Pete Docter,Amy Poehler,8.1,175000000.0,95.0
Spotlight,R,2015-11-20,Biography,Tom McCarthy,Josh Singer,Mark Ruffalo,8.1,20000000.0,129.0
American Ultra,R,2015-08-21,Action,Nima Nourizadeh,Max Landis,Jesse Eisenberg,6.1,28000000.0,96.0
The Man from U.N.C.L.E.,PG-13,2015-08-14,Action,Guy Ritchie,Guy Ritchie,Henry Cavill,7.3,75000000.0,116.0
Terminator Genisys,PG-13,2015-07-01,Action,Alan Taylor,Laeta Kalogridis,Arnold Schwarzenegger,6.3,155000000.0,126.0
Cinderella,PG,2015-03-13,Drama,Kenneth Branagh,Chris Weitz,Lily James,6.9,95000000.0,105.0
Star Wars: Episode VII - The Force Awakens,PG-13,2015-12-18,Action,J.J. Abrams,Lawrence Kasdan,Daisy Ridley,7.8,245000000.0,138.0
The Lobster,R,2015-10-16,Comedy,Yorgos Lanthimos,Yorgos Lanthimos,Colin Farrell,7.2,0.0,119.0
Spectre,PG-13,2015-11-06,Action,Sam Mendes,John Logan,Daniel Craig,6.8,245000000.0,148.0
High-Rise,R,2016-04-28,Drama,Ben Wheatley,Amy Jump,Tom Hiddleston,5.6,0.0,119.0
Legend,R,2015-11-20,Biography,Brian Helgeland,Brian Helgeland,Tom Hardy,6.9,30000000.0,132.0
Chappie,R,2015-03-06,Action,Neill Blomkamp,Neill Blomkamp,Sharlto Copley,6.8,49000000.0,120.0
Knock Knock,R,2015-10-09,Drama,Eli Roth,Eli Roth,Keanu Reeves,4.9,2500000.0,99.0
In the Heart of the Sea,PG-13,2015-12-11,Action,Ron Howard,Charles Leavitt,Chris Hemsworth,6.9,100000000.0,122.0
The Bronze,R,2016-03-18,Comedy,Bryan Buckley,Melissa Rauch,Melissa Rauch,6.1,3500000.0,100.0
The Intern,PG-13,2015-09-25,Comedy,Nancy Meyers,Nancy Meyers,Robert De Niro,7.1,35000000.0,121.0
The Hunger Games: Mockingjay - Part 2,PG-13,2015-11-20,Action,Francis Lawrence,Peter Craig,Jennifer Lawrence,6.6,160000000.0,137.0
Everest,PG-13,2015-09-25,Action,Baltasar Kormákur,William Nicholson,Jason Clarke,7.1,55000000.0,121.0
Blackhat,R,2015-01-16,Action,Michael Mann,Morgan Davis Foehl,Chris Hemsworth,5.4,70000000.0,133.0
Spy,R,2015-06-05,Action,Paul Feig,Paul Feig,Melissa McCarthy,7.0,65000000.0,120.0
Fantastic Four,PG-13,2015-08-07,Action,Josh Trank,Jeremy Slater,Miles Teller,4.2,120000000.0,100.0
Mission: Impossible - Rogue Nation,PG-13,2015-07-31,Action,Christopher McQuarrie,Bruce Geller,Tom Cruise,7.4,150000000.0,131.0
The Visit,PG-13,2015-09-11,Horror,M. Night Shyamalan,M. Night Shyamalan,Olivia DeJonge,6.2,5000000.0,94.0
Vacation,R,2015-07-29,Adventure,John Francis Daley,Jonathan Goldstein,Ed Helms,6.1,31000000.0,99.0
Creed,PG-13,2015-11-25,Drama,Ryan Coogler,Ryan Coogler,Michael B. Jordan,7.6,35000000.0,133.0
The Age of Adaline,PG-13,2015-04-24,Drama,Lee Toland Krieger,J. Mills Goodloe,Blake Lively,7.2,25000000.0,112.0
Black Mass,R,2015-09-18,Biography,Scott Cooper,Mark Mallouk,Johnny Depp,6.9,53000000.0,123.0
Focus,R,2015-02-27,Comedy,Glenn Ficarra,Glenn Ficarra,Will Smith,6.6,50100000.0,105.0
Home,PG,2015-03-27,Animation,Tim Johnson,Tom J. Astle,Jim Parsons,6.6,135000000.0,94.0
Jupiter Ascending,PG-13,2015-02-06,Action,Lana Wachowski,Lilly Wachowski,Channing Tatum,5.3,176000000.0,127.0
I Saw the Light,R,2016-04-01,Biography,Marc Abraham,Marc Abraham,Tom Hiddleston,5.8,13000000.0,123.0
Minions,PG,2015-07-10,Animation,Kyle Balda,Brian Lynch,Sandra Bullock,6.4,74000000.0,91.0
Pitch Perfect 2,PG-13,2015-05-15,Comedy,Elizabeth Banks,Kay Cannon,Anna Kendrick,6.4,29000000.0,115.0
San Andreas,PG-13,2015-05-29,Action,Brad Peyton,Carlton Cuse,Dwayne Johnson,6.1,110000000.0,114.0
Trainwreck,R,2015-07-17,Comedy,Judd Apatow,Amy Schumer,Amy Schumer,6.2,35000000.0,125.0
Tomorrowland,PG,2015-05-22,Action,Brad Bird,Damon Lindelof,George Clooney,6.4,190000000.0,130.0
Bridge of Spies,PG-13,2015-10-16,Drama,Steven Spielberg,Matt Charman,Tom Hanks,7.6,40000000.0,142.0
The Danish Girl,R,2016-01-22,Biography,Tom Hooper,Lucinda Coxon,Eddie Redmayne,7.1,15000000.0,119.0
The Divergent Series: Insurgent,PG-13,2015-03-20,Action,Robert Schwentke,Brian Duffield,Shailene Woodley,6.2,110000000.0,119.0
Straight Outta Compton,R,2015-08-14,Biography,F. Gary Gray,Jonathan Herman,O'Shea Jackson Jr.,7.8,28000000.0,147.0
Carol,R,2016-01-15,Drama,Todd Haynes,Phyllis Nagy,Cate Blanchett,7.2,11800000.0,118.0
No Escape,R,2015-08-26,Action,John Erick Dowdle,John Erick Dowdle,Lake Bell,6.8,16200000.0,103.0
The Boy Next Door,R,2015-01-23,Thriller,Rob Cohen,Barbara Curry,Jennifer Lopez,4.7,4000000.0,91.0
Southpaw,R,2015-07-24,Action,Antoine Fuqua,Kurt Sutter,Jake Gyllenhaal,7.4,30000000.0,124.0
The Dressmaker,R,2015-10-29,Comedy,Jocelyn Moorhouse,Rosalie Ham,Kate Winslet,7.1,0.0,119.0
Maze Runner: The Scorch Trials,PG-13,2015-09-18,Action,Wes Ball,T.S. Nowlin,Dylan O'Brien,6.3,61000000.0,131.0
Lost and Love,0,2015-03-20,Drama,Sanyuan Peng,Sanyuan Peng,Andy Lau,6.4,0.0,108.0
The Last Witch Hunter,PG-13,2015-10-23,Action,Breck Eisner,Cory Goodman,Vin Diesel,6.0,90000000.0,106.0
Green Room,R,2016-05-13,Horror,Jeremy Saulnier,Jeremy Saulnier,Anton Yelchin,7.0,5000000.0,95.0
Burnt,R,2015-10-30,Comedy,John Wells,Steven Knight,Bradley Cooper,6.6,20000000.0,101.0
The Good Dinosaur,PG,2015-11-25,Animation,Peter Sohn,Bob Peterson,Jeffrey Wright,6.7,200000000.0,93.0
Far from the Madding Crowd,PG-13,2015-05-22,Drama,Thomas Vinterberg,Thomas Hardy,Carey Mulligan,7.1,0.0,119.0
The Invitation,Not Rated,2016-04-08,Drama,Karyn Kusama,Phil Hay,Logan Marshall-Green,6.6,0.0,100.0
The Gift,R,2015-08-07,Drama,Joel Edgerton,Joel Edgerton,Jason Bateman,7.0,5000000.0,108.0
Point Break,PG-13,2015-12-25,Action,Ericson Core,Kurt Wimmer,Edgar Ramírez,5.3,105000000.0,114.0
Get Hard,R,2015-03-27,Comedy,Etan Cohen,Jay Martel,Will Ferrell,6.0,40000000.0,100.0
Hitman: Agent 47,R,2015-08-21,Action,Aleksander Bach,Skip Woods,Rupert Friend,5.7,35000000.0,96.0
Entourage,R,2015-06-03,Comedy,Doug Ellin,Doug Ellin,Adrian Grenier,6.6,30000000.0,104.0
Steve Jobs,R,2015-10-23,Biography,Danny Boyle,Aaron Sorkin,Michael Fassbender,7.2,30000000.0,122.0
Scouts Guide to the Zombie Apocalypse,R,2015-10-30,Action,Christopher Landon,Carrie Lee Wilson,Tye Sheridan,6.3,15000000.0,93.0
Hardcore Henry,R,2016-04-08,Action,Ilya Naishuller,Ilya Naishuller,Sharlto Copley,6.7,2000000.0,96.0
Joy,PG-13,2015-12-25,Biography,David O. Russell,David O. Russell,Jennifer Lawrence,6.6,60000000.0,124.0
Masterminds,PG-13,2016-09-30,Biography,Jared Hess,Chris Bowman,Zach Galifianakis,5.8,25000000.0,95.0
Brooklyn,PG-13,2015-11-25,Drama,John Crowley,Nick Hornby,Saoirse Ronan,7.5,11000000.0,117.0
Youth,R,2015-12-04,Comedy,Paolo Sorrentino,Paolo Sorrentino,Michael Caine,7.3,0.0,124.0
Self/less,PG-13,2015-07-10,Action,Tarsem Singh,Àlex Pastor,Ryan Reynolds,6.5,26000000.0,117.0
Ted 2,R,2015-06-26,Comedy,Seth MacFarlane,Seth MacFarlane,Mark Wahlberg,6.3,68000000.0,115.0
Pan,PG,2015-10-09,Adventure,Joe Wright,Jason Fuchs,Levi Miller,5.7,150000000.0,111.0
Pixels,PG-13,2015-07-24,Action,Chris Columbus,Tim Herlihy,Adam Sandler,5.5,88000000.0,105.0
Demolition,R,2016-04-08,Comedy,Jean-Marc Vallée,Bryan Sipe,Jake Gyllenhaal,7.0,10000000.0,101.0
Macbeth,R,2015-12-11,Drama,Justin Kurzel,Todd Louiso,Michael Fassbender,6.6,15000000.0,113.0
Daddy's Home,PG-13,2015-12-25,Comedy,Sean Anders,Brian Burns,Will Ferrell,6.2,50000000.0,96.0
Run All Night,R,2015-03-13,Action,Jaume Collet-Serra,Brad Ingelsby,Liam Neeson,6.6,50000000.0,114.0
Mr. Right,R,2016-04-08,Action,Paco Cabezas,Max Landis,Anna Kendrick,6.4,8000000.0,95.0
Magic Mike XXL,R,2015-07-01,Comedy,Gregory Jacobs,Reid Carolin,Channing Tatum,5.6,14800000.0,115.0
The DUFF,PG-13,2015-02-20,Comedy,Ari Sandel,Josh A. Cagan,Mae Whitman,6.5,8500000.0,101.0
Trumbo,R,2015-11-27,Biography,Jay Roach,John McNamara,Bryan Cranston,7.5,15000000.0,124.0
Hotel Transylvania 2,PG,2015-09-25,Animation,Genndy Tartakovsky,Robert Smigel,Adam Sandler,6.7,80000000.0,89.0
Knight of Cups,R,2016-03-04,Drama,Terrence Malick,Terrence Malick,Christian Bale,5.7,0.0,118.0
The Stanford Prison Experiment,R,2015-07-17,Biography,Kyle Patrick Alvarez,Tim Talbott,Ezra Miller,6.9,0.0,122.0
The Longest Ride,PG-13,2015-04-10,Drama,George Tillman Jr.,Nicholas Sparks,Scott Eastwood,7.1,34000000.0,123.0
Victor Frankenstein,PG-13,2015-11-25,Drama,Paul McGuigan,Max Landis,Daniel Radcliffe,6.0,65000000.0,110.0
Insidious: Chapter 3,PG-13,2015-06-05,Horror,Leigh Whannell,Leigh Whannell,Dermot Mulroney,6.1,10000000.0,97.0
Goosebumps,PG,2015-10-16,Adventure,Rob Letterman,Darren Lemke,Jack Black,6.3,58000000.0,103.0
Aloha,PG-13,2015-05-29,Comedy,Cameron Crowe,Cameron Crowe,Bradley Cooper,5.4,37000000.0,105.0
Baahubali: The Beginning,Not Rated,2015-07-09,Action,S.S. Rajamouli,Vijayendra Prasad,Prabhas,8.0,18026148.0,159.0
A Bigger Splash,R,2016-05-13,Drama,Luca Guadagnino,David Kajganich,Tilda Swinton,6.4,0.0,125.0
The Wedding Ringer,R,2015-01-16,Comedy,Jeremy Garelick,Jeremy Garelick,Kevin Hart,6.6,23000000.0,101.0
Sisters,R,2015-12-18,Comedy,Jason Moore,Paula Pell,Amy Poehler,6.0,30000000.0,118.0
Secret in Their Eyes,PG-13,2015-11-20,Crime,Billy Ray,Billy Ray,Chiwetel Ejiofor,6.3,19500000.0,111.0
Irrational Man,R,2015-08-07,Comedy,Woody Allen,Woody Allen,Joaquin Phoenix,6.6,11000000.0,95.0
Wild Card,R,2015-01-14,Action,Simon West,William Goldman,Jason Statham,5.6,30000000.0,92.0
Paper Towns,PG-13,2015-07-24,Adventure,Jake Schreier,Scott Neustadter,Nat Wolff,6.2,12000000.0,109.0
The Lady in the Van,PG-13,2016-02-26,Biography,Nicholas Hytner,Alan Bennett,Maggie Smith,6.7,6000000.0,104.0
The SpongeBob Movie: Sponge Out of Water,PG,2015-02-06,Animation,Paul Tibbitt,Jonathan Aibel,Tom Kenny,6.0,74000000.0,92.0
Child 44,R,2015-04-17,Crime,Daniel Espinosa,Richard Price,Tom Hardy,6.5,50000000.0,137.0
The Wave,R,2015-08-28,Action,Roar Uthaug,John Kåre Raake,Kristoffer Joner,6.7,0.0,105.0
A Man Called Ove,PG-13,2016-09-30,Comedy,Hannes Holm,Hannes Holm,Rolf Lassgård,7.7,0.0,116.0
Beasts of No Nation,TV-MA,2015-10-16,Drama,Cary Joji Fukunaga,Cary Joji Fukunaga,Abraham Attah,7.7,6000000.0,137.0
Me and Earl and the Dying Girl,PG-13,2015-07-01,Comedy,Alfonso Gomez-Rejon,Jesse Andrews,Thomas Mann,7.7,8000000.0,105.0
