name,rating,genre,score,director,writer,star,budget,Run,released
The Foreigner,R,Action,7.0,Martin Campbell,David Marconi,Katie Leung,35000000.0,113.0,2017-10-13
Revenge,R,Action,6.4,Coralie Fargeat,Coralie Fargeat,Matilda Anna Ingrid Lutz,0.0,108.0,2018-05-11
Jigsaw,R,Crime,5.8,Michael Spierig,Josh Stolberg,Matt Passmore,10000000.0,92.0,2017-10-27
The Snowman,R,Crime,5.1,Tomas Alfredson,Jo Nesbø,Michael Fassbender,35000000.0,119.0,2017-10-20
The Disaster Artist,R,Biography,7.4,James Franco,Scott Neustadter,James Franco,10000000.0,104.0,2017-12-08
47 Meters Down,PG-13,Adventure,5.7,Johannes Roberts,Johannes Roberts,Mandy Moore,5300000.0,89.0,2017-06-16
The Post,PG-13,Drama,7.2,Steven Spielberg,Liz Hannah,Meryl Streep,50000000.0,116.0,2018-01-12
"Everything, Everything",PG-13,Drama,6.4,Stella Meghie,J. Mills Goodloe,Amandla Stenberg,10000000.0,96.0,2017-05-19
A Ghost Story,R,Drama,6.9,David Lowery,David Lowery,Casey Affleck,100000.0,92.0,2017-07-27
Sweet Virginia,R,Action,6.2,Jamie M. Dagg,Paul China,Jon Bernthal,0.0,93.0,2017-11-30
Power Rangers,PG-13,Action,5.9,Dean Israelite,John Gatins,Dacre Montgomery,100000000.0,124.0,2017-03-24
Lucky,Not Rated,Comedy,7.4,John Carroll Lynch,Logan Sparks,Harry Dean Stanton,0.0,88.0,2017-09-29
All the Money in the World,R,Biography,6.8,Ridley Scott,David Scarpa,Michelle Williams,50000000.0,132.0,2017-12-25
Suburbicon,R,Comedy,5.7,George Clooney,Joel Coen,Matt Damon,25000000.0,105.0,2017-10-27
The Wife,R,Drama,7.2,Björn Runge,Jane Anderson,Glenn Close,0.0,99.0,2018-09-28
It Comes at Night,R,Horror,6.2,Trey Edward Shults,Trey Edward Shults,Joel Edgerton,5000000.0,91.0,2017-06-09
Despicable Me 3,PG,Animation,6.3,Kyle Balda,Cinco Paul,Steve Carell,80000000.0,89.0,2017-06-30
Going in Style,PG-13,Comedy,6.6,Zach Braff,Theodore Melfi,Michael Caine,25000000.0,96.0,2017-04-07
Downsizing,R,Drama,5.7,Alexander Payne,Alexander Payne,Matt Damon,68000000.0,135.0,2017-12-22
Before I Fall,PG-13,Drama,6.5,Ry Russo-Young,Maria Maggenti,Zoey Deutch,5000000.0,98.0,2017-03-03
Wonder Wheel,PG-13,Drama,6.2,Woody Allen,Woody Allen,Justin Timberlake,25000000.0,101.0,2017-12-15
The Emoji Movie,PG,Animation,3.3,Tony Leondis,Tony Leondis,T.J. Miller,50000000.0,86.0,2017-07-28
Ingrid Goes West,R,Comedy,6.6,Matt Spicer,David Branson Smith,Aubrey Plaza,0.0,98.0,2017-08-25
Unforgettable,R,Drama,5.1,Denise Di Novi,Christina Hodson,Rosario Dawson,12000000.0,100.0,2017-04-21
Paddington 2,PG,Animation,7.8,Paul King,Paul King,Ben Whishaw,40000000.0,103.0,2018-01-12
Girls Trip,R,Adventure,6.2,Malcolm D. Lee,Erica Rivinoja,Regina Hall,19000000.0,122.0,2017-07-21
Loving Vincent,PG-13,Animation,7.8,Dorota Kobiela,Dorota Kobiela,Douglas Booth,0.0,94.0,2017-09-22
The Space Between Us,PG-13,Drama,6.4,Peter Chelsom,Allan Loeb,Gary Oldman,30000000.0,120.0,2017-02-03
Double Lover,Not Rated,Drama,6.2,François Ozon,François Ozon,Marine Vacth,0.0,107.0,2017-05-26
The Mountain Between Us,PG-13,Action,6.4,Hany Abu-Assad,Chris Weitz,Kate Winslet,35000000.0,112.0,2017-10-06
T2 Trainspotting,R,Drama,7.2,Danny Boyle,John Hodge,Ewan McGregor,18000000.0,117.0,2017-03-31
The Square,R,Comedy,7.2,Ruben Östlund,Ruben Östlund,Claes Bang,0.0,151.0,2017-08-25
The Hero,R,Drama,6.5,Brett Haley,Brett Haley,Sam Elliott,1200000.0,96.0,2017-06-09
Battle of the Sexes,PG-13,Biography,6.7,Jonathan Dayton,Simon Beaufoy,Emma Stone,25000000.0,121.0,2017-09-29
God's Own Country,Not Rated,Drama,7.7,Francis Lee,Francis Lee,Josh O'Connor,0.0,104.0,2017-08-24
The Book of Henry,PG-13,Crime,6.6,Colin Trevorrow,Gregg Hurwitz,Naomi Watts,10000000.0,105.0,2017-06-23
Borg vs. McEnroe,R,Biography,6.9,Janus Metz,Ronnie Sandahl,Sverrir Gudnason,0.0,107.0,2018-04-13
Daddy's Home 2,PG-13,Comedy,6.0,Sean Anders,Sean Anders,Will Ferrell,69000000.0,100.0,2017-11-10
Mark Felt: The Man Who Brought Down the White House,PG-13,Biography,6.4,Peter Landesman,Mark Felt,Liam Neeson,0.0,103.0,2017-09-29
A Dog's Purpose,PG,Adventure,7.2,Lasse Hallström,W. Bruce Cameron,Josh Gad,22000000.0,100.0,2017-01-27
Columbus,Not Rated,Drama,7.2,Kogonada,Kogonada,John Cho,0.0,100.0,2017-08-04
The Little Hours,R,Comedy,5.8,Jeff Baena,Giovanni Boccaccio,Alison Brie,0.0,90.0,2017-06-30
The Shack,PG-13,Drama,6.3,Stuart Hazeldine,John Fusco,Sam Worthington,20000000.0,132.0,2017-03-03
Thelma,Not Rated,Drama,7.0,Joachim Trier,Eskil Vogt,Eili Harboe,0.0,116.0,2017-09-15
Flatliners,PG-13,Drama,5.2,Niels Arden Oplev,Peter Filardi,Elliot Page,19000000.0,109.0,2017-09-29
Rings,PG-13,Drama,4.5,F. Javier Gutiérrez,David Loucka,Matilda Anna Ingrid Lutz,25000000.0,102.0,2017-02-03
I Do... Until I Don't,R,Comedy,4.1,Lake Bell,Lake Bell,Lake Bell,0.0,106.0,2017-09-01
Professor Marston & the Wonder Women,R,Biography,7.1,Angela Robinson,Angela Robinson,Luke Evans,0.0,108.0,2017-10-13
The Rider,R,Drama,7.5,Chloé Zhao,Chloé Zhao,Brady Jandreau,0.0,104.0,2018-04-13
First Reformed,R,Drama,7.1,Paul Schrader,Paul Schrader,Ethan Hawke,0.0,113.0,2018-05-18
The Lego Ninjago Movie,PG,Animation,6.0,Charlie Bean,Bob Logan,Jackie Chan,70000000.0,101.0,2017-09-22
My Friend Dahmer,R,Biography,6.2,Marc Meyers,Marc Meyers,Ross Lynch,0.0,107.0,2018-03-02
The House,R,Comedy,5.6,Andrew Jay Cohen,Brendan O'Brien,Will Ferrell,40000000.0,88.0,2017-06-30
Marrowbone,R,Drama,6.7,Sergio G. Sánchez,Sergio G. Sánchez,George MacKay,0.0,110.0,2018-04-13
The Zookeeper's Wife,PG-13,Biography,7.0,Niki Caro,Angela Workman,Jessica Chastain,20000000.0,127.0,2017-04-07
Flower,R,Comedy,6.0,Max Winkler,Alex McAulay,Zoey Deutch,0.0,90.0,2018-03-16
Song to Song,R,Drama,5.7,Terrence Malick,Terrence Malick,Ryan Gosling,0.0,129.0,2017-03-17
Detroit,R,Crime,7.3,Kathryn Bigelow,Mark Boal,John Boyega,34000000.0,143.0,2017-08-04
Last Flag Flying,R,Comedy,6.9,Richard Linklater,Richard Linklater,Bryan Cranston,0.0,125.0,2017-11-03
Megan Leavey,PG-13,Biography,7.1,Gabriela Cowperthwaite,Pamela Gray,Kate Mara,0.0,116.0,2017-06-09
All Eyez on Me,R,Biography,5.9,Benny Boom,Jeremy Haft,Demetrius Shipp Jr.,40000000.0,139.0,2017-06-16
Sleepless,R,Action,5.6,Baran bo Odar,Andrea Berloff,Jamie Foxx,30000000.0,95.0,2017-01-13
The Captain,0,Drama,7.4,Robert Schwentke,Robert Schwentke,Max Hubacher,0.0,118.0,2018-07-27
Tulip Fever,R,Drama,6.2,Justin Chadwick,Deborah Moggach,Alicia Vikander,25000000.0,105.0,2017-09-01
Stronger,R,Biography,6.9,David Gordon Green,John Pollono,Jake Gyllenhaal,30000000.0,119.0,2017-09-29
Jeepers Creepers III,Not Rated,Horror,3.9,Victor Salva,Victor Salva,Stan Shaw,0.0,100.0,2017-11-02
My Cousin Rachel,PG-13,Drama,6.0,Roger Michell,Roger Michell,Rachel Weisz,0.0,106.0,2017-06-09
Baahubali 2: The Conclusion,Not Rated,Action,8.2,S.S. Rajamouli,Vijayendra Prasad,Prabhas,0.0,167.0,2017-04-28
Breathe,PG-13,Biography,7.2,Andy Serkis,William Nicholson,Andrew Garfield,0.0,118.0,2017-10-27
The Only Living Boy in New York,R,Drama,6.3,Marc Webb,Allan Loeb,Callum Turner,0.0,89.0,2017-07-27
A Taxi Driver,Not Rated,Action,7.9,Hun Jang,Yu-na Eom,Kang-ho Song,0.0,137.0,2017-08-11
Brad's Status,R,Comedy,6.5,Mike White,Mike White,Ben Stiller,0.0,102.0,2017-09-15
American Satan,R,Drama,5.7,Ash Avildsen,Ash Avildsen,Andy Biersack,0.0,111.0,2017-10-13
Smurfs: The Lost Village,PG,Animation,6.0,Kelly Asbury,Stacey Harman,Demi Lovato,60000000.0,90.0,2017-04-07
Gook,Unrated,Drama,7.0,Justin Chon,Justin Chon,Simone Baker,0.0,94.0,2018-01-19
Wonderstruck,PG,Adventure,6.2,Todd Haynes,Brian Selznick,Oakes Fegley,0.0,116.0,2017-10-20
In the Fade,R,Crime,7.1,Fatih Akin,Fatih Akin,Numan Acar,0.0,106.0,2017-12-27
Snatched,R,Action,4.5,Jonathan Levine,Katie Dippold,Amy Schumer,42000000.0,90.0,2017-05-12
"Roman J. Israel, Esq.",PG-13,Crime,6.5,Dan Gilroy,Dan Gilroy,Denzel Washington,22000000.0,122.0,2017-11-22
Victoria & Abdul,PG-13,Biography,6.8,Stephen Frears,Lee Hall,Judi Dench,21000000.0,111.0,2017-10-06
Fist Fight,R,Comedy,5.6,Richie Keen,Van Robichaux,Ice Cube,22000000.0,91.0,2017-02-17
The Wall,R,Action,6.2,Doug Liman,Dwain Worrell,Aaron Taylor-Johnson,0.0,88.0,2017-05-18
How to Be a Latin Lover,PG-13,Comedy,6.0,Ken Marino,Jon Zack,Eugenio Derbez,10000000.0,115.0,2017-04-28
The Leisure Seeker,R,Adventure,6.7,Paolo Virzì,Michael Zadoorian,Helen Mirren,0.0,112.0,2018-01-03
Same Kind of Different as Me,PG-13,Biography,6.6,Michael Carney,Ron Hall,Greg Kinnear,15000000.0,119.0,2017-10-20
My Little Pony: The Movie,PG,Animation,6.1,Jayson Thiessen,Meghan McCarthy,Emily Blunt,6500000.0,99.0,2017-10-06
Goodbye Christopher Robin,PG,Biography,7.1,Simon Curtis,Frank Cottrell Boyce,Domhnall Gleeson,0.0,107.0,2017-09-29
Table 19,PG-13,Comedy,5.8,Jeffrey Blitz,Mark Duplass,Anna Kendrick,5000000.0,87.0,2017-03-03
Father Figures,R,Comedy,5.5,Lawrence Sher,Justin Malen,Owen Wilson,25000000.0,113.0,2017-12-22
Kidnap,R,Action,5.9,Luis Prieto,Knate Lee,Halle Berry,21000000.0,95.0,2017-08-04
Diary of a Wimpy Kid: The Long Haul,PG,Animation,4.3,David Bowers,Jeff Kinney,Jason Drucker,22000000.0,91.0,2017-05-19
Ghost Stories,Not Rated,Drama,6.4,Jeremy Dyson,Jeremy Dyson,Samuel Bottomley,0.0,98.0,2018-04-20
Churchill,PG,Biography,6.1,Jonathan Teplitzky,Alex von Tunzelmann,Brian Cox,6400000.0,105.0,2017-06-02
Beach Rats,R,Drama,6.4,Eliza Hittman,Eliza Hittman,Harris Dickinson,0.0,98.0,2017-11-22
The Bookshop,PG,Drama,6.5,Isabel Coixet,Isabel Coixet,Emily Mortimer,5400000.0,113.0,2018-08-24
Mary Shelley,PG-13,Biography,6.5,Haifaa Al-Mansour,Emma Jensen,Elle Fanning,0.0,120.0,2018-07-05
A Bad Moms Christmas,R,Comedy,5.6,Jon Lucas,Jon Lucas,Mila Kunis,28000000.0,104.0,2017-11-01
Loveless,R,Drama,7.6,Andrey Zvyagintsev,Oleg Negin,Maryana Spivak,0.0,127.0,2017-06-01
Captain Underpants: The First Epic Movie,PG,Animation,6.2,David Soren,Nicholas Stoller,Kevin Hart,38000000.0,89.0,2017-06-02
Beatriz at Dinner,R,Comedy,6.0,Miguel Arteta,Mike White,Salma Hayek,0.0,82.0,2017-06-09
Wish Upon,PG-13,Drama,5.0,John R. Leonetti,Barbara Marshall,Joey King,12000000.0,90.0,2017-07-14
Super Dark Times,Not Rated,Crime,6.6,Kevin Phillips,Ben Collins,Owen Campbell,0.0,103.0,2017-09-29
Blade of the Immortal,R,Action,6.8,Takashi Miike,Hiroaki Samura,Takuya Kimura,0.0,140.0,2017-11-03
Journey's End,R,Drama,6.7,Saul Dibb,Simon Reade,Paul Bettany,0.0,107.0,2018-02-02
Godard Mon Amour,R,Biography,6.6,Michel Hazanavicius,Michel Hazanavicius,Louis Garrel,0.0,107.0,2017-09-13
Marshall,PG-13,Biography,7.3,Reginald Hudlin,Michael Koskoff,Chadwick Boseman,12000000.0,118.0,2017-10-13
BPM (Beats Per Minute),Not Rated,Drama,7.4,Robin Campillo,Robin Campillo,Nahuel Pérez Biscayart,0.0,143.0,2017-10-20
Lean on Pete,R,Adventure,7.2,Andrew Haigh,Andrew Haigh,Charlie Plummer,0.0,121.0,2018-04-06
Memoir of a Murderer,Not Rated,Action,7.2,Shin-yeon Won,Jo-yun Hwang,Sol Kyung-gu,0.0,118.0,2017-09-08
Take Me,TV-MA,Comedy,6.1,Pat Healy,Mike Makowsky,Pat Healy,0.0,83.0,2017-05-05
The Last Movie Star,R,Drama,7.0,Adam Rifkin,Adam Rifkin,Burt Reynolds,0.0,94.0,2018-03-30
On Chesil Beach,R,Drama,6.3,Dominic Cooke,Ian McEwan,Billy Howle,0.0,110.0,2018-05-18
Breath,TV-MA,Adventure,6.7,Simon Baker,Gerard Lee,Samson Coulter,0.0,115.0,2018-05-03
The Villainess,Not Rated,Action,6.7,Byung-gil Jung,Byeong-sik Jung,Kim Ok-bin,0.0,124.0,2017-06-08
How to Talk to Girls at Parties,R,Comedy,5.7,John Cameron Mitchell,Philippa Goslett,Elle Fanning,0.0,102.0,2018-05-25
Amityville: The Awakening,PG-13,Horror,4.8,Franck Khalfoun,Franck Khalfoun,Jennifer Jason Leigh,0.0,87.0,2017-10-12
The Resurrection of Gavin Stone,PG,Comedy,6.3,Dallas Jenkins,Andrea Gyertson Nasfell,Brett Dalton,2000000.0,91.0,2017-01-20
The Bye Bye Man,PG-13,Drama,4.2,Stacy Title,Jonathan Penner,Douglas Smith,7400000.0,96.0,2017-01-13
Along With the Gods: The Two Worlds,Not Rated,Action,7.3,Yong-hwa Kim,Ho-min Ju,Ha Jung-woo,0.0,139.0,2017-12-20
A Quiet Place,PG-13,Drama,7.5,John Krasinski,Bryan Woods,Emily Blunt,17000000.0,90.0,2018-04-06
Avengers: Infinity War,PG-13,Action,8.4,Anthony Russo,Christopher Markus,Robert Downey Jr.,321000000.0,149.0,2018-04-27
Deadpool 2,R,Action,7.7,David Leitch,Rhett Reese,Ryan Reynolds,110000000.0,119.0,2018-05-18
Bohemian Rhapsody,PG-13,Biography,7.9,Bryan Singer,Anthony McCarten,Rami Malek,52000000.0,134.0,2018-11-02
Black Panther,PG-13,Action,7.3,Ryan Coogler,Ryan Coogler,Chadwick Boseman,200000000.0,134.0,2018-02-16
Hereditary,R,Drama,7.3,Ari Aster,Ari Aster,Toni Collette,10000000.0,127.0,2018-06-08
A Simple Favor,R,Comedy,6.8,Paul Feig,Darcey Bell,Anna Kendrick,20000000.0,117.0,2018-09-14
Aquaman,PG-13,Action,6.9,James Wan,David Leslie Johnson-McGoldrick,Jason Momoa,160000000.0,143.0,2018-12-21
Ready Player One,PG-13,Action,7.4,Steven Spielberg,Zak Penn,Tye Sheridan,175000000.0,140.0,2018-03-29
Spider-Man: Into the Spider-Verse,PG,Animation,8.4,Bob Persichetti,Phil Lord,Shameik Moore,90000000.0,117.0,2018-12-14
Mission: Impossible - Fallout,PG-13,Action,7.7,Christopher McQuarrie,Bruce Geller,Tom Cruise,178000000.0,147.0,2018-07-27
Venom,PG-13,Action,6.7,Ruben Fleischer,Jeff Pinkner,Tom Hardy,100000000.0,112.0,2018-10-05
Green Book,PG-13,Biography,8.2,Peter Farrelly,Nick Vallelonga,Viggo Mortensen,23000000.0,130.0,2018-11-16
Crazy Rich Asians,PG-13,Comedy,6.9,Jon M. Chu,Peter Chiarelli,Constance Wu,30000000.0,120.0,2018-08-15
Ant-Man and the Wasp,PG-13,Action,7.0,Peyton Reed,Chris McKenna,Paul Rudd,162000000.0,118.0,2018-07-06
BlacKkKlansman,R,Biography,7.5,Spike Lee,Charlie Wachtel,John David Washington,15000000.0,135.0,2018-08-10
The Predator,R,Action,5.3,Shane Black,Fred Dekker,Boyd Holbrook,88000000.0,107.0,2018-09-14
White Boy Rick,R,Crime,6.5,Yann Demange,Andy Weiss,Matthew McConaughey,29000000.0,111.0,2018-09-14
Solo: A Star Wars Story,PG-13,Action,6.9,Ron Howard,Jonathan Kasdan,Alden Ehrenreich,275000000.0,135.0,2018-05-25
Midnight Sun,PG-13,Drama,6.6,Scott Speer,Kenji Bando,Bella Thorne,2800000.0,91.0,2018-03-23
Under the Silver Lake,R,Crime,6.5,David Robert Mitchell,David Robert Mitchell,Andrew Garfield,8500000.0,139.0,2019-04-19
Den of Thieves,R,Action,7.0,Christian Gudegast,Christian Gudegast,Gerard Butler,30000000.0,140.0,2018-01-19
Annihilation,R,Adventure,6.8,Alex Garland,Alex Garland,Natalie Portman,40000000.0,115.0,2018-02-23
Red Sparrow,R,Action,6.6,Francis Lawrence,Justin Haythe,Jennifer Lawrence,69000000.0,140.0,2018-03-02
A Star Is Born,R,Drama,7.6,Bradley Cooper,Eric Roth,Lady Gaga,36000000.0,136.0,2018-10-05
Mamma Mia! Here We Go Again,PG-13,Comedy,6.6,Ol Parker,Ol Parker,Lily James,75000000.0,114.0,2018-07-20
Death Wish,R,Action,6.3,Eli Roth,Joe Carnahan,Bruce Willis,30000000.0,107.0,2018-03-02
Instant Family,PG-13,Comedy,7.3,Sean Anders,Sean Anders,Mark Wahlberg,48000000.0,118.0,2018-11-16
Jurassic World: Fallen Kingdom,PG-13,Action,6.2,J.A. Bayona,Derek Connolly,Chris Pratt,170000000.0,128.0,2018-06-22
Eighth Grade,R,Comedy,7.4,Bo Burnham,Bo Burnham,Elsie Fisher,2000000.0,93.0,2018-08-03
Ocean's Eight,PG-13,Action,6.3,Gary Ross,Gary Ross,Sandra Bullock,70000000.0,110.0,2018-06-08
Suspiria,R,Fantasy,6.7,Luca Guadagnino,Dario Argento,Chloë Grace Moretz,20000000.0,152.0,2018-11-02
The Favourite,R,Biography,7.5,Yorgos Lanthimos,Deborah Davis,Olivia Colman,15000000.0,119.0,2018-12-21
The Meg,PG-13,Action,5.6,Jon Turteltaub,Dean Georgaris,Jason Statham,130000000.0,113.0,2018-08-10
Mandy,Not Rated,Horror,6.5,Panos Cosmatos,Panos Cosmatos,Nicolas Cage,6000000.0,121.0,2018-09-14
Sicario: Day of the Soldado,R,Action,7.1,Stefano Sollima,Taylor Sheridan,Benicio Del Toro,35000000.0,122.0,2018-06-29
Fifty Shades Freed,R,Drama,4.5,James Foley,Niall Leonard,Dakota Johnson,55000000.0,105.0,2018-02-09
Halloween,R,Crime,6.5,David Gordon Green,John Carpenter,Jamie Lee Curtis,10000000.0,106.0,2018-10-19
Incredibles 2,PG,Animation,7.6,Brad Bird,Brad Bird,Craig T. Nelson,200000000.0,118.0,2018-06-15
The First Purge,R,Action,5.2,Gerard McMurray,James DeMonaco,Y'lan Noel,13000000.0,97.0,2018-07-04
The House That Jack Built,R,Crime,6.8,Lars von Trier,Lars von Trier,Matt Dillon,0.0,152.0,2018-10-17
Ophelia,PG-13,Drama,6.6,Claire McCarthy,Semi Chellas,Daisy Ridley,12000000.0,106.0,2019-06-28
The Nun,R,Horror,5.3,Corin Hardy,Gary Dauberman,Demián Bichir,22000000.0,96.0,2018-09-07
Charlie Says,R,Biography,5.9,Mary Harron,Guinevere Turner,Hannah Murray,0.0,110.0,2019-05-17
The Equalizer 2,R,Action,6.7,Antoine Fuqua,Richard Wenk,Denzel Washington,62000000.0,121.0,2018-07-20
Climax,R,Drama,7.0,Gaspar Noé,Gaspar Noé,Sofia Boutella,0.0,97.0,2018-09-19
The Commuter,PG-13,Action,6.3,Jaume Collet-Serra,Byron Willinger,Liam Neeson,30000000.0,104.0,2018-01-12
Game Night,R,Action,6.9,John Francis Daley,Mark Perez,Jason Bateman,37000000.0,100.0,2018-02-23
Red Joan,R,Biography,6.4,Trevor Nunn,Lindsay Shapero,Judi Dench,0.0,101.0,2019-04-19
Tag,R,Action,6.5,Jeff Tomsic,Rob McKittrick,Jeremy Renner,28000000.0,100.0,2018-06-15
The Hate U Give,PG-13,Crime,7.5,George Tillman Jr.,Audrey Wells,Amandla Stenberg,23000000.0,133.0,2018-10-19
Bad Times at the El Royale,R,Crime,7.1,Drew Goddard,Drew Goddard,Jeff Bridges,32000000.0,141.0,2018-10-12
Isle of Dogs,PG-13,Animation,7.9,Wes Anderson,Wes Anderson,Bryan Cranston,0.0,101.0,2018-04-13
Fantastic Beasts: The Crimes of Grindelwald,PG-13,Adventure,6.5,David Yates,J.K. Rowling,Eddie Redmayne,200000000.0,134.0,2018-11-16
Hunter Killer,R,Action,6.6,Donovan Marsh,Arne Schmidt,Gerard Butler,40000000.0,121.0,2018-10-26
The Mule,R,Crime,7.0,Clint Eastwood,Nick Schenk,Clint Eastwood,50000000.0,116.0,2018-12-14
The Clovehitch Killer,Unrated,Crime,6.6,Duncan Skiles,Christopher Ford,Dylan McDermott,0.0,109.0,2018-11-16
Robin Hood,PG-13,Action,5.3,Otto Bathurst,Ben Chandler,Taron Egerton,100000000.0,116.0,2018-11-21
Beautiful Boy,R,Biography,7.3,Felix van Groeningen,Luke Davies,Steve Carell,25000000.0,120.0,2018-10-25
Capharnaüm,R,Drama,8.4,Nadine Labaki,Nadine Labaki,Zain Al Rafeea,4000000.0,126.0,2018-09-20
Adrift,PG-13,Action,6.6,Baltasar Kormákur,Aaron Kandell,Shailene Woodley,35000000.0,96.0,2018-06-01
"Love, Simon",PG-13,Comedy,7.6,Greg Berlanti,Becky Albertalli,Nick Robinson,17000000.0,110.0,2018-03-16
Mary Poppins Returns,PG,Comedy,6.7,Rob Marshall,P.L. Travers,Emily Blunt,130000000.0,130.0,2018-12-19
Leave No Trace,PG,Adventure,7.2,Debra Granik,Debra Granik,Thomasin McKenzie,0.0,109.0,2018-06-29
Bumblebee,PG-13,Action,6.7,Travis Knight,Christina Hodson,Hailee Steinfeld,135000000.0,114.0,2018-12-21
Vice,R,Biography,7.2,Adam McKay,Adam McKay,Christian Bale,60000000.0,132.0,2018-12-25
Hotel Transylvania 3: Summer Vacation,PG,Animation,6.3,Genndy Tartakovsky,Genndy Tartakovsky,Adam Sandler,80000000.0,97.0,2018-07-13
Mile 22,R,Action,6.1,Peter Berg,Graham Roland,Mark Wahlberg,50000000.0,94.0,2018-08-17
Peter Rabbit,PG,Animation,6.6,Will Gluck,Rob Lieber,James Corden,50000000.0,95.0,2018-02-09
12 Strong,R,Action,6.6,Nicolai Fuglsig,Ted Tally,Chris Hemsworth,35000000.0,130.0,2018-01-19
The Spy Who Dumped Me,R,Action,6.1,Susanna Fogel,Susanna Fogel,Justin Theroux,40000000.0,117.0,2018-08-03
Upgrade,R,Action,7.5,Leigh Whannell,Leigh Whannell,Logan Marshall-Green,5000000.0,100.0,2018-06-01
Mary Queen of Scots,R,Biography,6.3,Josie Rourke,Beau Willimon,Saoirse Ronan,25000000.0,124.0,2018-12-21
Ralph Breaks the Internet,PG,Animation,7.0,Phil Johnston,Phil Johnston,John C. Reilly,175000000.0,112.0,2018-11-21
Overlord,R,Action,6.6,Julius Avery,Billy Ray,Jovan Adepo,38000000.0,110.0,2018-11-09
Tomb Raider,PG-13,Action,6.3,Roar Uthaug,Geneva Robertson-Dworet,Alicia Vikander,94000000.0,119.0,2018-03-16
The Girl in the Spider's Web,R,Action,6.1,Fede Alvarez,David Lagercrantz,Claire Foy,43000000.0,115.0,2018-11-09
Mortal Engines,PG-13,Action,6.1,Christian Rivers,Fran Walsh,Hera Hilmar,100000000.0,128.0,2018-12-14
Maze Runner: The Death Cure,PG-13,Action,6.3,Wes Ball,T.S. Nowlin,Dylan O'Brien,62000000.0,143.0,2018-01-26
First Man,PG-13,Biography,7.3,Damien Chazelle,Josh Singer,Ryan Gosling,59000000.0,141.0,2018-10-12
Creed II,PG-13,Drama,7.1,Steven Caple Jr.,Juel Taylor,Michael B. Jordan,50000000.0,130.0,2018-11-21
Rampage,PG-13,Action,6.1,Brad Peyton,Ryan Engle,Dwayne Johnson,120000000.0,107.0,2018-04-13
Everybody Knows,R,Crime,6.9,Asghar Farhadi,Asghar Farhadi,Penélope Cruz,0.0,133.0,2019-02-08
Mid90s,R,Comedy,7.4,Jonah Hill,Jonah Hill,Sunny Suljic,10000000.0,85.0,2018-10-26
Replicas,PG-13,Drama,5.5,Jeffrey Nachmanoff,Chad St. John,Keanu Reeves,30000000.0,107.0,2019-01-11
Widows,R,Crime,6.9,Steve McQueen,Gillian Flynn,Viola Davis,42000000.0,129.0,2018-11-16
Burning,Not Rated,Drama,7.5,Chang-dong Lee,Jungmi Oh,Yoo Ah-in,0.0,148.0,2018-05-17
Searching,PG-13,Drama,7.6,Aneesh Chaganty,Aneesh Chaganty,John Cho,880000.0,102.0,2018-08-31
Life Itself,R,Drama,6.9,Dan Fogelman,Dan Fogelman,Oscar Isaac,10000000.0,117.0,2018-09-21
Blockers,R,Comedy,6.2,Kay Cannon,Brian Kehoe,Leslie Mann,21000000.0,102.0,2018-04-06
The Strangers: Prey at Night,R,Horror,5.2,Johannes Roberts,Bryan Bertino,Christina Hendricks,5000000.0,85.0,2018-03-09
Peppermint,R,Action,6.5,Pierre Morel,Chad St. John,Jennifer Garner,25000000.0,101.0,2018-09-07
High Life,R,Adventure,5.8,Claire Denis,Claire Denis,Robert Pattinson,0.0,113.0,2019-04-12
Every Day,PG-13,Drama,6.5,Michael Sucsy,Jesse Andrews,Angourie Rice,4900000.0,97.0,2018-02-23
Operation Finale,PG-13,Biography,6.6,Chris Weitz,Matthew Orton,Oscar Isaac,24000000.0,122.0,2018-08-29
Shoplifters,R,Crime,7.9,Hirokazu Koreeda,Hirokazu Koreeda,Lily Franky,0.0,121.0,2018-11-23
Blindspotting,R,Comedy,7.4,Carlos López Estrada,Rafael Casal,Daveed Diggs,0.0,95.0,2018-07-27
The Sisters Brothers,R,Crime,7.0,Jacques Audiard,Jacques Audiard,John C. Reilly,38000000.0,122.0,2018-10-19
The Nightingale,R,Adventure,7.3,Jennifer Kent,Jennifer Kent,Aisling Franciosi,0.0,136.0,2019-08-29
Greta,R,Drama,6.0,Neil Jordan,Ray Wright,Isabelle Huppert,0.0,98.0,2019-03-01
I Feel Pretty,PG-13,Comedy,5.5,Abby Kohn,Abby Kohn,Amy Schumer,32000000.0,110.0,2018-04-20
Hotel Artemis,R,Action,6.1,Drew Pearce,Drew Pearce,Jodie Foster,15000000.0,94.0,2018-06-08
Slender Man,PG-13,Horror,3.2,Sylvain White,David Birke,Joey King,10000000.0,93.0,2018-08-10
Trial by Fire,R,Biography,7.0,Edward Zwick,Geoffrey Fletcher,Jack O'Connell,0.0,127.0,2019-05-17
American Woman,R,Drama,6.8,Jake Scott,Brad Ingelsby,Sienna Miller,0.0,111.0,2019-06-14
Book Club,PG-13,Comedy,6.1,Bill Holderman,Bill Holderman,Diane Keaton,10000000.0,104.0,2018-05-18
Slaughterhouse Rulez,R,Action,5.3,Crispian Mills,Crispian Mills,Jassa Ahluwalia,0.0,104.0,2019-05-17
