title,movie_rating,run_time,meta_score,imdb_rating,director,writer,actor,genre_name,Year,Predictions_BoxOffice,Predictions_Upcoming,label_boxoffice,box_office,Predictions_imbdRating,Predictions_imbd_Upcoming,label_imbd_score
Cold Creek Manor,R,118.0,0.0,5.0,Mike Figgis,Richard Jefferies,Dennis Quaid,Drama,2003,1.0,0.0,0.0,29119434.0,1.0,0.0,0.0
View from the Top,PG-13,87.0,0.0,5.3,Bruno Barreto,Eric Wald,Gwyneth Paltrow,Comedy,2003,1.0,0.0,0.0,19526014.0,1.0,0.0,0.0
The Return,Not Rated,110.0,0.0,8.0,Andrey Zvyagintsev,Vladimir Moiseenko,Vladimir Garin,Drama,2003,1.0,0.0,0.0,8482993.0,1.0,0.0,0.0
Radio,PG,109.0,0.0,6.9,Michael Tollin,Mike Rich,Cuba Gooding Jr.,Biography,2003,1.0,0.0,0.0,53293628.0,1.0,0.0,0.0
Tokyo Godfathers,PG-13,92.0,0.0,7.8,Satoshi Kon,Satoshi Kon,Tôru Emori,Animation,2003,1.0,0.0,0.0,453133.0,1.0,0.0,0.0
Dorm Daze,R,96.0,0.0,4.6,David Hillenbrand,Pat Casey,Tatyana Ali,Comedy,2004,1.0,0.0,0.0,436365.0,1.0,0.0,0.0
Bright Young Things,R,102.0,0.0,6.6,Stephen Fry,Stephen Fry,Stephen Campbell Moore,Comedy,2003,1.0,0.0,0.0,2905499.0,1.0,0.0,0.0
Love Me If You Dare,R,93.0,0.0,7.6,Yann Samuell,Yann Samuell,Guillaume Canet,Comedy,2004,1.0,0.0,0.0,8604201.0,1.0,0.0,0.0
The Green Butchers,R,100.0,0.0,7.3,Anders Thomas Jensen,Anders Thomas Jensen,Nikolaj Lie Kaas,Comedy,2003,1.0,0.0,0.0,3783.0,1.0,0.0,0.0
Willard,PG-13,100.0,0.0,6.1,Glen Morgan,Glen Morgan,Crispin Glover,Drama,2003,1.0,0.0,0.0,8564586.0,1.0,0.0,0.0
Love Don't Cost a Thing,PG-13,100.0,0.0,5.2,Troy Byer,Michael Swerdlick,Nick Cannon,Comedy,2003,1.0,0.0,0.0,21964072.0,1.0,0.0,0.0
The Best of Youth,R,366.0,0.0,8.5,Marco Tullio Giordana,Sandro Petraglia,Luigi Lo Cascio,Drama,2003,1.0,0.0,0.0,2799773.0,1.0,0.0,0.0
The in-Laws,PG-13,98.0,0.0,5.7,Andrew Fleming,Andrew Bergman,Albert Brooks,Action,2003,1.0,0.0,0.0,26891849.0,1.0,0.0,0.0
It Runs in the Family,PG-13,109.0,0.0,5.6,Fred Schepisi,Jesse Wigutow,Kirk Douglas,Comedy,2003,1.0,0.0,0.0,8211508.0,1.0,0.0,0.0
The Fighting Temptations,PG-13,123.0,0.0,5.6,Jonathan Lynn,Elizabeth Hunter,Cuba Gooding Jr.,Comedy,2003,1.0,0.0,0.0,33972062.0,1.0,0.0,0.0
Anything Else,R,108.0,0.0,6.3,Woody Allen,Woody Allen,Woody Allen,Comedy,2003,1.0,0.0,0.0,13585075.0,1.0,0.0,0.0
Camp,PG-13,114.0,0.0,6.2,Todd Graff,Todd Graff,Don Dixon,Comedy,2003,1.0,0.0,0.0,2707738.0,1.0,0.0,0.0
The Jungle Book 2,G,72.0,0.0,5.4,Steve Trenbirth,Karl Geurs,John Goodman,Animation,2003,1.0,0.0,0.0,186303759.0,1.0,0.0,0.0
Intermission,R,105.0,0.0,6.8,John Crowley,Mark O'Rowe,Cillian Murphy,Comedy,2004,1.0,0.0,0.0,5175215.0,1.0,0.0,0.0
All the Real Girls,R,108.0,0.0,6.8,David Gordon Green,David Gordon Green,Zooey Deschanel,Drama,2003,1.0,0.0,0.0,579986.0,1.0,0.0,0.0
Head of State,PG-13,95.0,0.0,5.5,Chris Rock,Chris Rock,Chris Rock,Comedy,2003,1.0,0.0,0.0,38620484.0,1.0,0.0,0.0
The Order,R,102.0,0.0,5.2,Brian Helgeland,Brian Helgeland,Heath Ledger,Horror,2003,1.0,0.0,0.0,11560806.0,1.0,0.0,0.0
Sylvia,R,100.0,0.0,6.3,Christine Jeffs,John Brownlow,Gwyneth Paltrow,Biography,2003,1.0,0.0,0.0,2917393.0,1.0,0.0,0.0
My Life Without Me,R,106.0,0.0,7.5,Isabel Coixet,Isabel Coixet,Sarah Polley,Drama,2003,1.0,0.0,0.0,9781854.0,1.0,0.0,0.0
Dodgeball: A True Underdog Story,PG-13,92.0,0.0,6.7,Rawson Marshall Thurber,Rawson Marshall Thurber,Ben Stiller,Comedy,2004,1.0,0.0,0.0,168423227.0,1.0,0.0,0.0
Mean Girls,PG-13,97.0,0.0,7.0,Mark Waters,Rosalind Wiseman,Lindsay Lohan,Comedy,2004,1.0,0.0,0.0,130126277.0,1.0,0.0,0.0
Eternal Sunshine of the Spotless Mind,R,108.0,0.0,8.3,Michel Gondry,Charlie Kaufman,Jim Carrey,Drama,2004,1.0,0.0,0.0,74036715.0,1.0,0.0,0.0
Kill Bill: Vol. 2,R,137.0,0.0,8.0,Quentin Tarantino,Quentin Tarantino,Uma Thurman,Action,2004,1.0,0.0,0.0,154118820.0,1.0,0.0,0.0
Saw,R,103.0,0.0,7.6,James Wan,Leigh Whannell,Cary Elwes,Horror,2004,1.0,0.0,0.0,103911669.0,1.0,0.0,0.0
"I, Robot",PG-13,115.0,0.0,7.1,Alex Proyas,Jeff Vintar,Will Smith,Action,2004,1.0,0.0,0.0,353133898.0,1.0,0.0,0.0
Howl's Moving Castle,PG,119.0,0.0,8.2,Hayao Miyazaki,Hayao Miyazaki,Chieko Baishô,Animation,2005,1.0,0.0,0.0,236214446.0,1.0,0.0,0.0
My Summer of Love,R,86.0,0.0,6.7,Pawel Pawlikowski,Helen Cross,Natalie Press,Drama,2005,1.0,0.0,0.0,2766976.0,1.0,0.0,0.0
50 First Dates,PG-13,99.0,0.0,6.8,Peter Segal,George Wing,Adam Sandler,Comedy,2004,1.0,0.0,0.0,198520934.0,1.0,0.0,0.0
Downfall,R,156.0,0.0,8.2,Oliver Hirschbiegel,Bernd Eichinger,Bruno Ganz,Biography,2005,1.0,0.0,0.0,92181574.0,1.0,0.0,0.0
Shrek 2,PG,93.0,0.0,7.2,Andrew Adamson,William Steig,Mike Myers,Animation,2004,1.0,0.0,0.0,928760770.0,1.0,0.0,0.0
Dawn of the Dead,R,101.0,0.0,7.3,Zack Snyder,George A. Romero,Sarah Polley,Action,2004,1.0,0.0,0.0,102278712.0,1.0,0.0,0.0
Anchorman: The Legend of Ron Burgundy,PG-13,94.0,0.0,7.2,Adam McKay,Will Ferrell,Will Ferrell,Comedy,2004,1.0,0.0,0.0,90709367.0,1.0,0.0,0.0
9 Songs,Not Rated,71.0,0.0,4.8,Michael Winterbottom,Michael Winterbottom,Kieran O'Brien,Drama,2005,1.0,0.0,0.0,1590308.0,1.0,0.0,0.0
Meet the Fockers,PG-13,115.0,0.0,6.3,Jay Roach,Greg Glienna,Ben Stiller,Comedy,2004,1.0,0.0,0.0,522657936.0,1.0,0.0,0.0
Sideways,R,127.0,0.0,7.5,Alexander Payne,Rex Pickett,Paul Giamatti,Comedy,2004,1.0,0.0,0.0,109706931.0,1.0,0.0,0.0
Starsky & Hutch,PG-13,101.0,0.0,6.1,Todd Phillips,William Blinn,Ben Stiller,Comedy,2004,1.0,0.0,0.0,170268750.0,1.0,0.0,0.0
Shark Tale,PG,90.0,0.0,6.0,Bibo Bergeron,Michael J. Wilson,Will Smith,Animation,2004,1.0,0.0,0.0,374583879.0,1.0,0.0,0.0
Primer,PG-13,77.0,0.0,6.9,Shane Carruth,Shane Carruth,Shane Carruth,Drama,2005,1.0,0.0,0.0,545436.0,1.0,0.0,0.0
Somersault,Not Rated,106.0,0.0,6.7,Cate Shortland,Cate Shortland,Abbie Cornish,Drama,2004,1.0,0.0,0.0,1482316.0,1.0,0.0,0.0
The SpongeBob SquarePants Movie,PG,87.0,0.0,7.1,Stephen Hillenburg,Derek Drymon,Tom Kenny,Animation,2004,1.0,0.0,0.0,141067127.0,1.0,0.0,0.0
The Princess Diaries 2: Royal Engagement,G,113.0,0.0,5.8,Garry Marshall,Meg Cabot,Anne Hathaway,Comedy,2004,1.0,0.0,0.0,134734481.0,1.0,0.0,0.0
Catwoman,PG-13,104.0,0.0,3.4,Pitof,Bob Kane,Halle Berry,Action,2004,1.0,0.0,0.0,82102379.0,1.0,0.0,0.0
Seed of Chucky,R,87.0,0.0,4.8,Don Mancini,Don Mancini,Jennifer Tilly,Comedy,2004,1.0,0.0,0.0,24829644.0,1.0,0.0,0.0
Torque,PG-13,84.0,0.0,4.1,Joseph Kahn,Matt Johnson,Martin Henderson,Action,2004,1.0,0.0,0.0,46546197.0,1.0,0.0,0.0
Around the World in 80 Days,PG,120.0,0.0,5.9,Frank Coraci,Jules Verne,Jackie Chan,Action,2004,1.0,0.0,0.0,72178895.0,1.0,0.0,0.0
Mindhunters,R,106.0,0.0,6.4,Renny Harlin,Wayne Kramer,Val Kilmer,Crime,2005,1.0,0.0,0.0,21148829.0,1.0,0.0,0.0
The Heart Is Deceitful Above All Things,R,97.0,0.0,6.4,Asia Argento,Laura Albert,Asia Argento,Drama,2005,1.0,0.0,0.0,217499.0,1.0,0.0,0.0
Sky Captain and the World of Tomorrow,PG,106.0,0.0,6.0,Kerry Conran,Kerry Conran,Gwyneth Paltrow,Action,2004,1.0,0.0,0.0,57947036.0,1.0,0.0,0.0
District B13,R,84.0,0.0,7.1,Pierre Morel,Luc Besson,Cyril Raffaelli,Action,2006,1.0,0.0,0.0,11169386.0,1.0,0.0,0.0
A Very Long Engagement,R,133.0,0.0,7.6,Jean-Pierre Jeunet,Sébastien Japrisot,Audrey Tautou,Drama,2005,1.0,0.0,0.0,69424389.0,1.0,0.0,0.0
Saved!,PG-13,92.0,0.0,6.7,Brian Dannelly,Brian Dannelly,Jena Malone,Comedy,2004,1.0,0.0,0.0,10275509.0,1.0,0.0,0.0
Bridget Jones: The Edge of Reason,R,108.0,0.0,6.0,Beeban Kidron,Helen Fielding,Renée Zellweger,Comedy,2004,1.0,0.0,0.0,265126918.0,1.0,0.0,0.0
Dirty Dancing: Havana Nights,PG-13,86.0,0.0,6.0,Guy Ferland,Kate Gunzinger,Diego Luna,Drama,2004,1.0,0.0,0.0,27685016.0,1.0,0.0,0.0
D.E.B.S.,PG-13,91.0,0.0,5.3,Angela Robinson,Angela Robinson,Sara Foster,Action,2005,1.0,0.0,0.0,97446.0,1.0,0.0,0.0
Vanity Fair,PG-13,141.0,0.0,6.2,Mira Nair,Matthew Faulk,Reese Witherspoon,Drama,2004,1.0,0.0,0.0,19463185.0,1.0,0.0,0.0
Swades,Not Rated,189.0,0.0,8.2,Ashutosh Gowariker,M.G. Sathya,Shah Rukh Khan,Drama,2004,1.0,0.0,0.0,1953889.0,1.0,0.0,0.0
I Heart Huckabees,R,107.0,0.0,6.6,David O. Russell,David O. Russell,Jason Schwartzman,Comedy,2004,1.0,0.0,0.0,20094909.0,1.0,0.0,0.0
The Door in the Floor,R,111.0,0.0,6.7,Tod Williams,John Irving,Jeff Bridges,Comedy,2004,1.0,0.0,0.0,6715067.0,1.0,0.0,0.0
The Whole Ten Yards,PG-13,98.0,0.0,5.5,Howard Deutch,Mitchell Kapner,Bruce Willis,Comedy,2004,1.0,0.0,0.0,26170671.0,1.0,0.0,0.0
Envy,PG-13,99.0,0.0,4.8,Barry Levinson,Steve Adams,Ben Stiller,Comedy,2004,1.0,0.0,0.0,14494036.0,1.0,0.0,0.0
Alfie,R,103.0,0.0,6.2,Charles Shyer,Bill Naughton,Jude Law,Comedy,2004,1.0,0.0,0.0,35060882.0,1.0,0.0,0.0
Nobody Knows,PG-13,141.0,0.0,8.1,Hirokazu Koreeda,Hirokazu Koreeda,Yûya Yagira,Drama,2004,1.0,0.0,0.0,2288093.0,1.0,0.0,0.0
The Woodsman,R,87.0,0.0,7.2,Nicole Kassell,Steven Fechter,Kevin Bacon,Drama,2005,1.0,0.0,0.0,4678405.0,1.0,0.0,0.0
Ladder 49,PG-13,115.0,0.0,6.5,Jay Russell,Lewis Colick,Joaquin Phoenix,Action,2004,1.0,0.0,0.0,100572044.0,1.0,0.0,0.0
You Got Served,PG-13,95.0,0.0,3.9,Chris Stokes,Chris Stokes,Omarion,Drama,2004,1.0,0.0,0.0,50576805.0,1.0,0.0,0.0
Beyond the Sea,PG-13,118.0,0.0,6.7,Kevin Spacey,Kevin Spacey,Kevin Spacey,Biography,2004,1.0,0.0,0.0,8447615.0,1.0,0.0,0.0
Ladies in Lavender,PG-13,104.0,0.0,7.0,Charles Dance,William J. Locke,Judi Dench,Drama,2005,1.0,0.0,0.0,20421130.0,1.0,0.0,0.0
Maria Full of Grace,R,101.0,0.0,7.4,Joshua Marston,Joshua Marston,Catalina Sandino Moreno,Crime,2004,1.0,0.0,0.0,12594630.0,1.0,0.0,0.0
It's All Gone Pete Tong,R,90.0,0.0,7.3,Michael Dowse,Michael Dowse,Paul Kaye,Biography,2005,1.0,0.0,0.0,1635056.0,1.0,0.0,0.0
Welcome to Mooseport,PG-13,110.0,0.0,5.2,Donald Petrie,Doug Richardson,Gene Hackman,Comedy,2004,1.0,0.0,0.0,14615099.0,1.0,0.0,0.0
Melinda and Melinda,PG-13,99.0,0.0,6.4,Woody Allen,Woody Allen,Will Ferrell,Comedy,2005,1.0,0.0,0.0,20129327.0,1.0,0.0,0.0
King Kong,PG-13,187.0,0.0,7.2,Peter Jackson,Fran Walsh,Naomi Watts,Action,2005,1.0,0.0,0.0,562363449.0,1.0,0.0,0.0
The Hitchhiker's Guide to the Galaxy,PG,109.0,0.0,6.7,Garth Jennings,Douglas Adams,Martin Freeman,Adventure,2005,1.0,0.0,0.0,104478416.0,1.0,0.0,0.0
Green Street Hooligans,R,109.0,0.0,7.4,Lexi Alexander,Lexi Alexander,Elijah Wood,Crime,2005,1.0,0.0,0.0,3814717.0,1.0,0.0,0.0
House of Wax,R,113.0,0.0,5.4,Jaume Collet-Serra,Charles Belden,Chad Michael Murray,Horror,2005,1.0,0.0,0.0,68766121.0,1.0,0.0,0.0
Four Brothers,R,109.0,0.0,6.8,John Singleton,David Elliot,Mark Wahlberg,Action,2005,1.0,0.0,0.0,92374674.0,1.0,0.0,0.0
The Interpreter,PG-13,128.0,0.0,6.4,Sydney Pollack,Martin Stellman,Nicole Kidman,Crime,2005,1.0,0.0,0.0,162944923.0,1.0,0.0,0.0
Walk the Line,PG-13,136.0,0.0,7.8,James Mangold,Johnny Cash,Joaquin Phoenix,Biography,2005,1.0,0.0,0.0,186797986.0,1.0,0.0,0.0
Lords of Dogtown,PG-13,107.0,0.0,7.1,Catherine Hardwicke,Stacy Peralta,Heath Ledger,Biography,2005,1.0,0.0,0.0,13411957.0,1.0,0.0,0.0
Munich,R,164.0,0.0,7.5,Steven Spielberg,Tony Kushner,Eric Bana,Action,2006,1.0,0.0,0.0,130982129.0,1.0,0.0,0.0
Hitch,PG-13,118.0,0.0,6.6,Andy Tennant,Kevin Bisch,Will Smith,Comedy,2005,1.0,0.0,0.0,371594210.0,1.0,0.0,0.0
Rent,PG-13,135.0,0.0,6.9,Chris Columbus,Stephen Chbosky,Taye Diggs,Drama,2005,1.0,0.0,0.0,31670620.0,1.0,0.0,0.0
Jarhead,R,125.0,0.0,7.0,Sam Mendes,William Broyles Jr.,Jake Gyllenhaal,Action,2005,1.0,0.0,0.0,97076152.0,1.0,0.0,0.0
Into the Blue,PG-13,110.0,0.0,5.9,John Stockwell,Matt Johnson,Paul Walker,Action,2005,1.0,0.0,0.0,46117696.0,1.0,0.0,0.0
Revolver,R,111.0,0.0,6.4,Guy Ritchie,Luc Besson,Jason Statham,Action,2005,1.0,0.0,0.0,7155807.0,1.0,0.0,0.0
Zathura: A Space Adventure,PG,101.0,0.0,6.2,Jon Favreau,Chris Van Allsburg,Josh Hutcherson,Action,2005,1.0,0.0,0.0,65079104.0,1.0,0.0,0.0
Be Cool,PG-13,118.0,0.0,5.6,F. Gary Gray,Elmore Leonard,John Travolta,Comedy,2005,1.0,0.0,0.0,95763716.0,1.0,0.0,0.0
The Brothers Grimm,PG-13,118.0,0.0,5.9,Terry Gilliam,Ehren Kruger,Matt Damon,Action,2005,1.0,0.0,0.0,105316267.0,1.0,0.0,0.0
Wolf Creek,R,99.0,0.0,6.2,Greg McLean,Greg McLean,Nathan Phillips,Horror,2005,1.0,0.0,0.0,30894796.0,1.0,0.0,0.0
The Legend of Zorro,PG,129.0,0.0,6.0,Martin Campbell,Roberto Orci,Antonio Banderas,Action,2005,1.0,0.0,0.0,142400065.0,1.0,0.0,0.0
Cheaper by the Dozen 2,PG,94.0,0.0,5.5,Adam Shankman,Sam Harper,Steve Martin,Adventure,2005,1.0,0.0,0.0,130154568.0,1.0,0.0,0.0
Kicking & Screaming,PG,95.0,0.0,5.6,Jesse Dylan,Leo Benvenuti,Will Ferrell,Comedy,2005,1.0,0.0,0.0,56070433.0,1.0,0.0,0.0
The Cave,PG-13,97.0,0.0,5.1,Bruce Hunt,Michael Steinberg,Piper Perabo,Action,2005,1.0,0.0,0.0,33296457.0,1.0,0.0,0.0
The Skeleton Key,PG-13,104.0,0.0,6.5,Iain Softley,Ehren Kruger,Kate Hudson,Drama,2005,1.0,0.0,0.0,93983911.0,1.0,0.0,0.0
Chicken Little,G,81.0,0.0,5.7,Mark Dindal,Mark Dindal,Zach Braff,Animation,2005,1.0,0.0,0.0,314432837.0,1.0,0.0,0.0
The Ring Two,PG-13,110.0,0.0,5.4,Hideo Nakata,Ehren Kruger,Naomi Watts,Horror,2005,1.0,0.0,0.0,163995949.0,1.0,0.0,0.0
London,R,92.0,0.0,6.5,Hunter Richards,Hunter Richards,Jessica Biel,Drama,2006,1.0,0.0,0.0,20361.0,1.0,0.0,0.0
Casanova,R,112.0,0.0,6.5,Lasse Hallström,Jeffrey Hatcher,Heath Ledger,Adventure,2006,1.0,0.0,0.0,37691644.0,1.0,0.0,0.0
Thank You for Smoking,R,92.0,0.0,7.6,Jason Reitman,Jason Reitman,Aaron Eckhart,Comedy,2006,1.0,0.0,0.0,39323027.0,1.0,0.0,0.0
Miss Congeniality 2: Armed & Fabulous,PG-13,115.0,0.0,5.1,John Pasquin,Marc Lawrence,Sandra Bullock,Action,2005,1.0,0.0,0.0,101393569.0,1.0,0.0,0.0
The Greatest Game Ever Played,PG,120.0,0.0,7.4,Bill Paxton,Mark Frost,Shia LaBeouf,Biography,2005,1.0,0.0,0.0,15431177.0,1.0,0.0,0.0
Hoodwinked,PG,80.0,0.0,6.4,Cory Edwards,Todd Edwards,Anne Hathaway,Animation,2006,1.0,0.0,0.0,110013167.0,1.0,0.0,0.0
Adam's Apples,R,94.0,0.0,7.8,Anders Thomas Jensen,Anders Thomas Jensen,Ulrich Thomsen,Comedy,2005,1.0,0.0,0.0,2421577.0,1.0,0.0,0.0
BloodRayne,R,95.0,0.0,2.9,Uwe Boll,Guinevere Turner,Kristanna Loken,Action,2006,1.0,0.0,0.0,3650275.0,1.0,0.0,0.0
The Notorious Bettie Page,R,91.0,0.0,6.5,Mary Harron,Mary Harron,Gretchen Mol,Biography,2006,1.0,0.0,0.0,1778006.0,1.0,0.0,0.0
"Good Night, and Good Luck.",PG,93.0,0.0,7.4,George Clooney,George Clooney,David Strathairn,Biography,2005,1.0,0.0,0.0,54641191.0,1.0,0.0,0.0
Ice Princess,G,98.0,0.0,6.0,Tim Fywell,Meg Cabot,Michelle Trachtenberg,Comedy,2005,1.0,0.0,0.0,27645491.0,1.0,0.0,0.0
A Lot Like Love,PG-13,107.0,0.0,6.6,Nigel Cole,Colin Patrick Lynch,Ashton Kutcher,Comedy,2005,1.0,0.0,0.0,42886719.0,1.0,0.0,0.0
Cry Wolf,PG-13,90.0,0.0,5.8,Jeff Wadlow,Jeff Wadlow,Julian Morris,Drama,2005,1.0,0.0,0.0,32586408.0,1.0,0.0,0.0
The Proposition,R,104.0,0.0,7.3,John Hillcoat,Nick Cave,Ray Winstone,Crime,2006,1.0,0.0,0.0,5048693.0,1.0,0.0,0.0
Must Love Dogs,PG-13,98.0,0.0,5.9,Gary David Goldberg,Claire Cook,Diane Lane,Comedy,2005,1.0,0.0,0.0,58231520.0,1.0,0.0,0.0
Roll Bounce,PG-13,112.0,0.0,6.2,Malcolm D. Lee,Norman Vance Jr.,Shad Moss,Comedy,2005,1.0,0.0,0.0,17521290.0,1.0,0.0,0.0
Supercross,PG-13,80.0,0.0,4.3,Steve Boyum,Ken Solarz,Steve Howey,Action,2005,1.0,0.0,0.0,3344431.0,1.0,0.0,0.0
Oliver Twist,PG-13,130.0,0.0,6.8,Roman Polanski,Charles Dickens,Barney Clark,Crime,2005,1.0,0.0,0.0,42580321.0,1.0,0.0,0.0
Last Days,R,97.0,0.0,5.8,Gus Van Sant,Gus Van Sant,Michael Pitt,Drama,2005,1.0,0.0,0.0,2456454.0,1.0,0.0,0.0
Angel-A,R,91.0,0.0,7.1,Luc Besson,Luc Besson,Rie Rasmussen,Comedy,2005,1.0,0.0,0.0,9995168.0,1.0,0.0,0.0
Me and You and Everyone We Know,R,91.0,0.0,7.3,Miranda July,Miranda July,John Hawkes,Comedy,2005,1.0,0.0,0.0,8012838.0,1.0,0.0,0.0
Dominion,R,117.0,0.0,5.2,Paul Schrader,William Wisher,Stellan Skarsgård,Drama,2005,1.0,0.0,0.0,251495.0,1.0,0.0,0.0
Battle in Heaven,Unrated,98.0,0.0,5.6,Carlos Reygadas,Carlos Reygadas,Marcos Hernández,Crime,2005,1.0,0.0,0.0,258227.0,1.0,0.0,0.0
Little Manhattan,PG,90.0,0.0,7.5,Mark Levin,Jennifer Flackett,Josh Hutcherson,Comedy,2006,1.0,0.0,0.0,1254005.0,1.0,0.0,0.0
Dreamer,PG,106.0,0.0,6.8,John Gatins,John Gatins,Kurt Russell,Drama,2005,1.0,0.0,0.0,38741732.0,1.0,0.0,0.0
Factotum,R,94.0,0.0,6.6,Bent Hamer,Charles Bukowski,Matt Dillon,Comedy,2005,1.0,0.0,0.0,2708087.0,1.0,0.0,0.0
Joyeux Noel,PG-13,116.0,0.0,7.7,Christian Carion,Christian Carion,Diane Kruger,Drama,2005,1.0,0.0,0.0,17709155.0,1.0,0.0,0.0
Dirty Love,R,91.0,0.0,3.6,John Asher,Jenny McCarthy,Jenny McCarthy,Comedy,2006,1.0,0.0,0.0,36099.0,1.0,0.0,0.0
Everything Is Illuminated,PG-13,106.0,0.0,7.4,Liev Schreiber,Jonathan Safran Foer,Elijah Wood,Comedy,2005,1.0,0.0,0.0,3601974.0,1.0,0.0,0.0
The Departed,R,151.0,0.0,8.5,Martin Scorsese,William Monahan,Leonardo DiCaprio,Crime,2006,1.0,0.0,0.0,291465373.0,1.0,0.0,0.0
The Fast and the Furious: Tokyo Drift,PG-13,104.0,0.0,6.0,Justin Lin,Chris Morgan,Lucas Black,Action,2006,1.0,0.0,0.0,158964610.0,1.0,0.0,0.0
300,R,117.0,0.0,7.6,Zack Snyder,Zack Snyder,Gerard Butler,Action,2007,1.0,0.0,0.0,456068181.0,1.0,0.0,0.0
Children of Men,R,109.0,0.0,7.9,Alfonso Cuarón,Alfonso Cuarón,Julianne Moore,Adventure,2007,1.0,0.0,0.0,70595464.0,1.0,0.0,0.0
Little Miss Sunshine,R,101.0,0.0,7.8,Jonathan Dayton,Michael Arndt,Steve Carell,Comedy,2006,1.0,0.0,0.0,101058954.0,1.0,0.0,0.0
Blood Diamond,R,143.0,0.0,8.0,Edward Zwick,Charles Leavitt,Leonardo DiCaprio,Adventure,2006,1.0,0.0,0.0,171720398.0,1.0,0.0,0.0
Night at the Museum,PG,108.0,0.0,6.4,Shawn Levy,Robert Ben Garant,Ben Stiller,Adventure,2006,1.0,0.0,0.0,574481229.0,1.0,0.0,0.0
Accepted,PG-13,93.0,0.0,6.4,Steve Pink,Adam Cooper,Justin Long,Comedy,2006,1.0,0.0,0.0,38623262.0,1.0,0.0,0.0
X-Men: the Last Stand,PG-13,104.0,0.0,6.7,Brett Ratner,Simon Kinberg,Patrick Stewart,Action,2006,1.0,0.0,0.0,460435291.0,1.0,0.0,0.0
Basic Instinct 2,R,114.0,0.0,4.3,Michael Caton-Jones,Joe Eszterhas,Sharon Stone,Drama,2006,1.0,0.0,0.0,38629478.0,1.0,0.0,0.0
Deja Vu,PG-13,126.0,0.0,7.0,Tony Scott,Bill Marsilii,Denzel Washington,Action,2006,1.0,0.0,0.0,180557550.0,1.0,0.0,0.0
Step Up,PG-13,104.0,0.0,6.5,Anne Fletcher,Duane Adler,Channing Tatum,Crime,2006,1.0,0.0,0.0,114197742.0,1.0,0.0,0.0
The Host,R,120.0,0.0,7.1,Bong Joon Ho,Bong Joon Ho,Kang-ho Song,Action,2007,1.0,0.0,0.0,89433436.0,1.0,0.0,0.0
Snakes on a Plane,R,105.0,0.0,5.4,David R. Ellis,John Heffernan,Samuel L. Jackson,Action,2006,1.0,0.0,0.0,62022014.0,1.0,0.0,0.0
Alpha Dog,R,122.0,0.0,6.9,Nick Cassavetes,Nick Cassavetes,Emile Hirsch,Biography,2007,1.0,0.0,0.0,32351125.0,1.0,0.0,0.0
Eragon,PG,104.0,0.0,5.1,Stefen Fangmeier,Peter Buchman,Ed Speleers,Action,2006,1.0,0.0,0.0,250425512.0,1.0,0.0,0.0
Dreamgirls,PG-13,130.0,0.0,6.5,Bill Condon,Tom Eyen,Beyoncé,Drama,2006,1.0,0.0,0.0,155430335.0,1.0,0.0,0.0
Happy Feet,PG,108.0,0.0,6.4,George Miller,George Miller,Elijah Wood,Animation,2006,1.0,0.0,0.0,384336108.0,1.0,0.0,0.0
Paprika,R,90.0,0.0,7.7,Satoshi Kon,Yasutaka Tsutsui,Megumi Hayashibara,Animation,2007,1.0,0.0,0.0,946590.0,1.0,0.0,0.0
Monster House,PG,91.0,0.0,6.6,Gil Kenan,Dan Harmon,Mitchel Musso,Animation,2006,1.0,0.0,0.0,141861243.0,1.0,0.0,0.0
Scoop,PG-13,96.0,0.0,6.6,Woody Allen,Woody Allen,Scarlett Johansson,Comedy,2006,1.0,0.0,0.0,39220946.0,1.0,0.0,0.0
Rescue Dawn,PG-13,120.0,0.0,7.3,Werner Herzog,Werner Herzog,Christian Bale,Action,2007,1.0,0.0,0.0,7177143.0,1.0,0.0,0.0
A Scanner Darkly,R,100.0,0.0,7.1,Richard Linklater,Philip K. Dick,Keanu Reeves,Animation,2006,1.0,0.0,0.0,7659918.0,1.0,0.0,0.0
The Break-Up,PG-13,106.0,0.0,5.8,Peyton Reed,Jeremy Garelick,Jennifer Aniston,Comedy,2006,1.0,0.0,0.0,205668210.0,1.0,0.0,0.0
The Pink Panther,PG,93.0,0.0,5.7,Shawn Levy,Len Blum,Steve Martin,Adventure,2006,1.0,0.0,0.0,164115897.0,1.0,0.0,0.0
Clerks II,R,97.0,0.0,7.3,Kevin Smith,Kevin Smith,Brian O'Halloran,Comedy,2006,1.0,0.0,0.0,26986174.0,1.0,0.0,0.0
The Lake House,PG,99.0,0.0,6.8,Alejandro Agresti,David Auburn,Keanu Reeves,Drama,2006,1.0,0.0,0.0,114830111.0,1.0,0.0,0.0
Open Season,PG,86.0,0.0,6.1,Roger Allers,Steve Bencich,Ashton Kutcher,Animation,2006,1.0,0.0,0.0,200811689.0,1.0,0.0,0.0
The Omen,R,110.0,0.0,5.5,John Moore,David Seltzer,Liev Schreiber,Action,2006,1.0,0.0,0.0,119974972.0,1.0,0.0,0.0
The Wind that Shakes the Barley,Not Rated,127.0,0.0,7.5,Ken Loach,Paul Laverty,Cillian Murphy,Drama,2007,1.0,0.0,0.0,22903165.0,1.0,0.0,0.0
