title,movie_rating,run_time,meta_score,imdb_rating,director,writer,actor,genre_name,Year,Predictions_BoxOffice,Predictions_Upcoming,label_boxoffice,box_office,Predictions_imbdRating,Predictions_imbd_Upcoming,label_imbd_score
Beerfest,R,110.0,0.0,6.3,Jay Chandrasekhar,Jay Chandrasekhar,Jay Chandrasekhar,Comedy,2006,1.0,0.0,0.0,20387597.0,1.0,0.0,0.0
Volver,R,121.0,0.0,7.6,Pedro Almodóvar,Pedro Almodóvar,Penélope Cruz,Comedy,2007,1.0,0.0,0.0,85585177.0,1.0,0.0,0.0
Seraphim Falls,R,115.0,0.0,6.7,David Von Ancken,David Von Ancken,Pierce Brosnan,Action,2007,1.0,0.0,0.0,1220058.0,1.0,0.0,0.0
Madea's Family Reunion,PG-13,107.0,0.0,5.3,Tyler Perry,Tyler Perry,Tyler Perry,Comedy,2006,1.0,0.0,0.0,63368939.0,1.0,0.0,0.0
Let's Go to Prison,R,84.0,0.0,6.0,Bob Odenkirk,Robert Ben Garant,Dax Shepard,Comedy,2006,1.0,0.0,0.0,4630045.0,1.0,0.0,0.0
Arthur and the Invisibles,PG,94.0,0.0,6.0,Luc Besson,Céline Garcia,Freddie Highmore,Animation,2007,1.0,0.0,0.0,108605609.0,1.0,0.0,0.0
Flyboys,PG-13,140.0,0.0,6.5,Tony Bill,Phil Sears,James Franco,Action,2006,1.0,0.0,0.0,17858059.0,1.0,0.0,0.0
After the Wedding,R,120.0,0.0,7.7,Susanne Bier,Susanne Bier,Mads Mikkelsen,Drama,2007,1.0,0.0,0.0,11632723.0,1.0,0.0,0.0
Last Holiday,PG-13,112.0,0.0,6.5,Wayne Wang,Jeffrey Price,Queen Latifah,Comedy,2006,1.0,0.0,0.0,43451846.0,1.0,0.0,0.0
Friends with Money,R,88.0,0.0,5.8,Nicole Holofcener,Nicole Holofcener,Jennifer Aniston,Comedy,2006,1.0,0.0,0.0,18245244.0,1.0,0.0,0.0
Behind the Mask: The Rise of Leslie Vernon,R,92.0,0.0,6.7,Scott Glosserman,Scott Glosserman,Nathan Baesel,Comedy,2006,1.0,0.0,0.0,69136.0,1.0,0.0,0.0
Bobby,R,117.0,0.0,7.0,Emilio Estevez,Emilio Estevez,Anthony Hopkins,Biography,2006,1.0,0.0,0.0,20718608.0,1.0,0.0,0.0
Gridiron Gang,PG-13,125.0,0.0,6.9,Phil Joanou,Jeff Maguire,Dwayne Johnson,Biography,2006,1.0,0.0,0.0,41480851.0,1.0,0.0,0.0
Rang De Basanti,Not Rated,167.0,0.0,8.1,Rakeysh Omprakash Mehra,Renzil D'Silva,Aamir Khan,Comedy,2006,1.0,0.0,0.0,10800778.0,1.0,0.0,0.0
Big Momma's House 2,PG-13,99.0,0.0,4.8,John Whitesell,Don Rhymer,Martin Lawrence,Comedy,2006,1.0,0.0,0.0,141522961.0,1.0,0.0,0.0
The Foot Fist Way,R,85.0,0.0,6.3,Jody Hill,Ben Best,Danny McBride,Comedy,2008,1.0,0.0,0.0,245292.0,1.0,0.0,0.0
Loving Annabelle,Not Rated,77.0,0.0,6.3,Katherine Brooks,Katherine Brooks,Erin Kelly,Drama,2007,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Kabhi Alvida Naa Kehna,Not Rated,193.0,0.0,6.1,Karan Johar,Karan Johar,Shah Rukh Khan,Drama,2006,1.0,0.0,0.0,25229168.0,1.0,0.0,0.0
Old Joy,Unrated,76.0,0.0,6.8,Kelly Reichardt,Jonathan Raymond,Daniel London,Drama,2007,1.0,0.0,0.0,301047.0,1.0,0.0,0.0
The Sentinel,PG-13,108.0,0.0,6.1,Clark Johnson,George Nolfi,Michael Douglas,Action,2006,1.0,0.0,0.0,78810595.0,1.0,0.0,0.0
The Breed,R,91.0,0.0,5.1,Nicholas Mastandrea,Robert Conte,Michelle Rodriguez,Action,2007,1.0,0.0,0.0,1689984.0,1.0,0.0,0.0
Hoot,PG,91.0,0.0,5.5,Wil Shriner,Wil Shriner,Logan Lerman,Adventure,2006,1.0,0.0,0.0,8224998.0,1.0,0.0,0.0
No Country for Old Men,R,122.0,0.0,8.1,Ethan Coen,Joel Coen,Tommy Lee Jones,Crime,2007,1.0,0.0,0.0,171627166.0,1.0,0.0,0.0
Spider-Man 3,PG-13,139.0,0.0,6.2,Sam Raimi,Sam Raimi,Tobey Maguire,Action,2007,1.0,0.0,0.0,894983373.0,1.0,0.0,0.0
I Am Legend,PG-13,101.0,0.0,7.2,Francis Lawrence,Mark Protosevich,Will Smith,Action,2007,1.0,0.0,0.0,585410052.0,1.0,0.0,0.0
Hitman,R,100.0,0.0,6.3,Xavier Gens,Skip Woods,Timothy Olyphant,Action,2007,1.0,0.0,0.0,101276318.0,1.0,0.0,0.0
Enchanted,PG,107.0,0.0,7.0,Kevin Lima,Bill Kelly,Amy Adams,Comedy,2007,1.0,0.0,0.0,340487836.0,1.0,0.0,0.0
The Nanny Diaries,PG-13,105.0,0.0,6.2,Shari Springer Berman,Emma McLaughlin,Scarlett Johansson,Comedy,2007,1.0,0.0,0.0,47817020.0,1.0,0.0,0.0
Next,PG-13,96.0,0.0,6.2,Lee Tamahori,Gary Goldman,Nicolas Cage,Action,2007,1.0,0.0,0.0,77621983.0,1.0,0.0,0.0
3:10 to Yuma,R,122.0,0.0,7.7,James Mangold,Halsted Welles,Russell Crowe,Action,2007,1.0,0.0,0.0,70016220.0,1.0,0.0,0.0
Across the Universe,PG-13,133.0,0.0,7.3,Julie Taymor,Dick Clement,Evan Rachel Wood,Drama,2007,1.0,0.0,0.0,29625761.0,1.0,0.0,0.0
Bee Movie,PG,91.0,0.0,6.1,Simon J. Smith,Jerry Seinfeld,Jerry Seinfeld,Animation,2007,1.0,0.0,0.0,293514336.0,1.0,0.0,0.0
The Heartbreak Kid,R,116.0,0.0,5.8,Bobby Farrelly,Scot Armstrong,Ben Stiller,Comedy,2007,1.0,0.0,0.0,128453183.0,1.0,0.0,0.0
Aliens vs. Predator: Requiem,R,94.0,0.0,4.6,Colin Strause,Shane Salerno,Reiko Aylesworth,Action,2007,1.0,0.0,0.0,130290885.0,1.0,0.0,0.0
Shrek the Third,PG,93.0,0.0,6.1,Chris Miller,Jeffrey Price,Mike Myers,Animation,2007,1.0,0.0,0.0,813367380.0,1.0,0.0,0.0
The Assassination of Jesse James by the Coward Robert Ford,R,160.0,0.0,7.5,Andrew Dominik,Andrew Dominik,Brad Pitt,Biography,2007,1.0,0.0,0.0,15001776.0,1.0,0.0,0.0
The Golden Compass,PG-13,113.0,0.0,6.1,Chris Weitz,Chris Weitz,Nicole Kidman,Adventure,2007,1.0,0.0,0.0,372234864.0,1.0,0.0,0.0
Rush Hour 3,PG-13,91.0,0.0,6.2,Brett Ratner,Jeff Nathanson,Jackie Chan,Action,2007,1.0,0.0,0.0,258097122.0,1.0,0.0,0.0
Timecrimes,R,92.0,0.0,7.2,Nacho Vigalondo,Nacho Vigalondo,Karra Elejalde,Horror,2008,1.0,0.0,0.0,553198.0,1.0,0.0,0.0
Epic Movie,PG-13,86.0,0.0,2.4,Jason Friedberg,Jason Friedberg,Kal Penn,Adventure,2007,1.0,0.0,0.0,87238158.0,1.0,0.0,0.0
Meet the Robinsons,G,95.0,0.0,6.8,Stephen J. Anderson,Jon Bernstein,Daniel Hansen,Animation,2007,1.0,0.0,0.0,169333034.0,1.0,0.0,0.0
Charlie Wilson's War,R,102.0,0.0,7.0,Mike Nichols,Aaron Sorkin,Tom Hanks,Biography,2007,1.0,0.0,0.0,119483446.0,1.0,0.0,0.0
Alvin and the Chipmunks,PG,92.0,0.0,5.2,Tim Hill,Jon Vitti,Jason Lee,Animation,2007,1.0,0.0,0.0,365352546.0,1.0,0.0,0.0
Walk Hard: the Dewey Cox Story,R,96.0,0.0,6.8,Jake Kasdan,Judd Apatow,John C. Reilly,Comedy,2007,1.0,0.0,0.0,20576198.0,1.0,0.0,0.0
National Treasure: Book of Secrets,PG,124.0,0.0,6.5,Jon Turteltaub,Marianne Wibberley,Nicolas Cage,Action,2007,1.0,0.0,0.0,459242249.0,1.0,0.0,0.0
The Game Plan,PG,110.0,0.0,6.1,Andy Fickman,Nichole Millard,Dwayne Johnson,Comedy,2007,1.0,0.0,0.0,147880543.0,1.0,0.0,0.0
Wild Hogs,PG-13,100.0,0.0,5.8,Walt Becker,Brad Copeland,Tim Allen,Action,2007,1.0,0.0,0.0,253625427.0,1.0,0.0,0.0
Like Stars on Earth,PG,165.0,0.0,8.4,Aamir Khan,Amole Gupte,Darsheel Safary,Drama,2007,1.0,0.0,0.0,21897373.0,1.0,0.0,0.0
Reservation Road,R,102.0,0.0,6.7,Terry George,John Burnham Schwartz,Joaquin Phoenix,Crime,2008,1.0,0.0,0.0,1783226.0,1.0,0.0,0.0
Shoot 'Em Up,R,86.0,0.0,6.6,Michael Davis,Michael Davis,Clive Owen,Action,2007,1.0,0.0,0.0,27122238.0,1.0,0.0,0.0
Rogue,R,99.0,0.0,6.2,Greg McLean,Greg McLean,Michael Vartan,Action,2007,1.0,0.0,0.0,4631926.0,1.0,0.0,0.0
Shelter,R,97.0,0.0,7.7,Jonah Markowitz,Jonah Markowitz,Trevor Wright,Drama,2009,1.0,0.0,0.0,142666.0,1.0,0.0,0.0
Sydney White,PG-13,108.0,0.0,6.2,Joe Nussbaum,Chad Gomez Creasey,Amanda Bynes,Comedy,2007,1.0,0.0,0.0,13620075.0,1.0,0.0,0.0
Savage Grace,Not Rated,97.0,0.0,5.8,Tom Kalin,Howard A. Rodman,Julianne Moore,Drama,2008,1.0,0.0,0.0,1432799.0,1.0,0.0,0.0
The Water Horse,PG,112.0,0.0,6.4,Jay Russell,Robert Nelson Jacobs,Emily Watson,Adventure,2007,1.0,0.0,0.0,103967384.0,1.0,0.0,0.0
The Diving Bell and the Butterfly,PG-13,112.0,0.0,8.0,Julian Schnabel,Ronald Harwood,Mathieu Amalric,Biography,2008,1.0,0.0,0.0,19780116.0,1.0,0.0,0.0
Margot at the Wedding,R,91.0,0.0,6.0,Noah Baumbach,Noah Baumbach,Nicole Kidman,Comedy,2008,1.0,0.0,0.0,2900156.0,1.0,0.0,0.0
I Know Who Killed Me,R,105.0,0.0,3.6,Chris Sivertson,Jeff Hammond,Lindsay Lohan,Crime,2007,1.0,0.0,0.0,9669758.0,1.0,0.0,0.0
Mr. Magorium's Wonder Emporium,G,93.0,0.0,6.2,Zach Helm,Zach Helm,Natalie Portman,Comedy,2007,1.0,0.0,0.0,69474661.0,1.0,0.0,0.0
Rise: Blood Hunter,R,97.0,0.0,4.9,Sebastian Gutierrez,Sebastian Gutierrez,Lucy Liu,Action,2007,1.0,0.0,0.0,2850927.0,1.0,0.0,0.0
The Invisible,PG-13,102.0,0.0,6.2,David S. Goyer,Mick Davis,Justin Chatwin,Crime,2007,1.0,0.0,0.0,26810113.0,1.0,0.0,0.0
The Last Legion,PG-13,101.0,0.0,5.4,Doug Lefler,Jez Butterworth,Colin Firth,Action,2007,1.0,0.0,0.0,25303038.0,1.0,0.0,0.0
Evangelion: 1.0 You Are (Not) Alone,PG-13,98.0,0.0,7.7,Masayuki,Hideaki Anno,Megumi Ogata,Animation,2007,1.0,0.0,0.0,16444137.0,1.0,0.0,0.0
Mongol: The Rise of Genghis Khan,R,126.0,0.0,7.2,Sergei Bodrov,Arif Aliev,Tadanobu Asano,Action,2008,1.0,0.0,0.0,26527510.0,1.0,0.0,0.0
Joshua,R,106.0,0.0,5.9,George Ratliff,David Gilbert,Sam Rockwell,Drama,2007,1.0,0.0,0.0,719968.0,1.0,0.0,0.0
Rendition,R,122.0,0.0,6.8,Gavin Hood,Kelley Sane,Reese Witherspoon,Drama,2007,1.0,0.0,0.0,27066382.0,1.0,0.0,0.0
Stomp the Yard,PG-13,115.0,0.0,5.4,Sylvain White,Robert Adetuyi,Columbus Short,Drama,2007,1.0,0.0,0.0,75511123.0,1.0,0.0,0.0
Tropic Thunder,R,107.0,0.0,7.0,Ben Stiller,Justin Theroux,Ben Stiller,Action,2008,1.0,0.0,0.0,195702963.0,1.0,0.0,0.0
Step Brothers,R,98.0,0.0,6.9,Adam McKay,Will Ferrell,Will Ferrell,Comedy,2008,1.0,0.0,0.0,128108211.0,1.0,0.0,0.0
Taken,PG-13,90.0,0.0,7.8,Pierre Morel,Luc Besson,Liam Neeson,Action,2009,1.0,0.0,0.0,226837760.0,1.0,0.0,0.0
Wanted,R,110.0,0.0,6.7,Timur Bekmambetov,Michael Brandt,Angelina Jolie,Action,2008,1.0,0.0,0.0,342463063.0,1.0,0.0,0.0
Forgetting Sarah Marshall,R,111.0,0.0,7.1,Nicholas Stoller,Jason Segel,Kristen Bell,Comedy,2008,1.0,0.0,0.0,105833257.0,1.0,0.0,0.0
Sex and the City,R,145.0,0.0,5.6,Michael Patrick King,Michael Patrick King,Sarah Jessica Parker,Comedy,2008,1.0,0.0,0.0,418765519.0,1.0,0.0,0.0
The House Bunny,PG-13,97.0,0.0,5.5,Fred Wolf,Karen McCullah,Anna Faris,Comedy,2008,1.0,0.0,0.0,70439696.0,1.0,0.0,0.0
Gran Torino,R,116.0,0.0,8.1,Clint Eastwood,Nick Schenk,Clint Eastwood,Drama,2009,1.0,0.0,0.0,269958228.0,1.0,0.0,0.0
The Hurt Locker,R,131.0,0.0,7.5,Kathryn Bigelow,Mark Boal,Jeremy Renner,Drama,2009,1.0,0.0,0.0,49259766.0,1.0,0.0,0.0
Eden Lake,R,91.0,0.0,6.8,James Watkins,James Watkins,Kelly Reilly,Horror,2008,1.0,0.0,0.0,3984669.0,1.0,0.0,0.0
Eagle Eye,PG-13,118.0,0.0,6.6,D.J. Caruso,John Glenn,Shia LaBeouf,Action,2008,1.0,0.0,0.0,178767383.0,1.0,0.0,0.0
Hancock,PG-13,92.0,0.0,6.4,Peter Berg,Vy Vincent Ngo,Will Smith,Action,2008,1.0,0.0,0.0,629443428.0,1.0,0.0,0.0
Sex Drive,R,109.0,0.0,6.5,Sean Anders,Sean Anders,Josh Zuckerman,Comedy,2008,1.0,0.0,0.0,18755936.0,1.0,0.0,0.0
Pineapple Express,R,111.0,0.0,6.9,David Gordon Green,Seth Rogen,Seth Rogen,Action,2008,1.0,0.0,0.0,101624843.0,1.0,0.0,0.0
27 Dresses,PG-13,111.0,0.0,6.1,Anne Fletcher,Aline Brosh McKenna,Katherine Heigl,Comedy,2008,1.0,0.0,0.0,162655351.0,1.0,0.0,0.0
Role Models,R,99.0,0.0,6.8,David Wain,Timothy Dowling,Paul Rudd,Comedy,2008,1.0,0.0,0.0,92649419.0,1.0,0.0,0.0
Defiance,R,137.0,0.0,7.2,Edward Zwick,Clayton Frohman,Daniel Craig,Action,2009,1.0,0.0,0.0,51262751.0,1.0,0.0,0.0
Yes Man,PG-13,104.0,0.0,6.8,Peyton Reed,Nicholas Stoller,Jim Carrey,Comedy,2008,1.0,0.0,0.0,223241637.0,1.0,0.0,0.0
The Bank Job,R,111.0,0.0,7.2,Roger Donaldson,Dick Clement,Jason Statham,Crime,2008,1.0,0.0,0.0,64828421.0,1.0,0.0,0.0
Fool's Gold,PG-13,112.0,0.0,5.7,Andy Tennant,John Claflin,Matthew McConaughey,Action,2008,1.0,0.0,0.0,111231041.0,1.0,0.0,0.0
Nick and Norah's Infinite Playlist,PG-13,90.0,0.0,6.6,Peter Sollett,Lorene Scafaria,Michael Cera,Comedy,2008,1.0,0.0,0.0,33556631.0,1.0,0.0,0.0
The Spirit,PG-13,103.0,0.0,4.8,Frank Miller,Frank Miller,Gabriel Macht,Action,2008,1.0,0.0,0.0,39164441.0,1.0,0.0,0.0
Ghost Town,PG-13,102.0,0.0,6.7,David Koepp,David Koepp,Ricky Gervais,Comedy,2008,1.0,0.0,0.0,27090159.0,1.0,0.0,0.0
Saw V,R,92.0,0.0,5.8,David Hackl,Patrick Melton,Scott Patterson,Crime,2008,1.0,0.0,0.0,113864059.0,1.0,0.0,0.0
The Women,PG-13,114.0,0.0,5.0,Diane English,Diane English,Meg Ryan,Comedy,2008,1.0,0.0,0.0,50007546.0,1.0,0.0,0.0
"10,000 BC",PG-13,109.0,0.0,5.1,Roland Emmerich,Roland Emmerich,Camilla Belle,Action,2008,1.0,0.0,0.0,269784201.0,1.0,0.0,0.0
Drillbit Taylor,PG-13,110.0,0.0,5.7,Steven Brill,Kristofor Brown,Owen Wilson,Action,2008,1.0,0.0,0.0,49944325.0,1.0,0.0,0.0
Made of Honor,PG-13,101.0,0.0,5.9,Paul Weiland,Adam Sztykiel,Patrick Dempsey,Comedy,2008,1.0,0.0,0.0,106407672.0,1.0,0.0,0.0
Red Cliff,R,148.0,0.0,7.4,John Woo,John Woo,Tony Chiu-Wai Leung,Action,2009,1.0,0.0,0.0,129710514.0,1.0,0.0,0.0
Righteous Kill,R,101.0,0.0,6.0,Jon Avnet,Russell Gewirtz,Robert De Niro,Crime,2008,1.0,0.0,0.0,79498846.0,1.0,0.0,0.0
Meet the Spartans,PG-13,87.0,0.0,2.8,Jason Friedberg,Jason Friedberg,Sean Maguire,Comedy,2008,1.0,0.0,0.0,85897593.0,1.0,0.0,0.0
Mirrors,R,110.0,0.0,6.1,Alexandre Aja,Alexandre Aja,Kiefer Sutherland,Horror,2008,1.0,0.0,0.0,78094714.0,1.0,0.0,0.0
The Edge of Love,R,110.0,0.0,6.2,John Maybury,Sharman Macdonald,Keira Knightley,Biography,2008,1.0,0.0,0.0,4297711.0,1.0,0.0,0.0
Chocolate,R,110.0,0.0,7.0,Prachya Pinkaew,Napalee,JeeJa Yanin,Action,2008,1.0,0.0,0.0,3179014.0,1.0,0.0,0.0
Killshot,R,95.0,0.0,6.0,John Madden,Hossein Amini,Thomas Jane,Action,2008,1.0,0.0,0.0,2961647.0,1.0,0.0,0.0
Passengers,PG-13,93.0,0.0,5.9,Rodrigo García,Ronnie Christensen,Anne Hathaway,Romance,2008,1.0,0.0,0.0,5798974.0,1.0,0.0,0.0
Shutter,PG-13,85.0,0.0,5.2,Masayuki Ochiai,Luke Dawson,Joshua Jackson,Horror,2008,1.0,0.0,0.0,48555306.0,1.0,0.0,0.0
Ghajini,Not Rated,186.0,0.0,7.3,A.R. Murugadoss,Piyush Mishra,Aamir Khan,Action,2008,1.0,0.0,0.0,38316584.0,1.0,0.0,0.0
The Informers,R,98.0,0.0,5.0,Gregor Jordan,Bret Easton Ellis,Billy Bob Thornton,Crime,2009,1.0,0.0,0.0,382174.0,1.0,0.0,0.0
"New York, I Love You",R,103.0,0.0,6.2,Directors,Hu Hong,Shia LaBeouf,Comedy,2009,1.0,0.0,0.0,14603177.0,1.0,0.0,0.0
Waltz with Bashir,R,90.0,0.0,8.0,Ari Folman,Ari Folman,Ari Folman,Animation,2008,1.0,0.0,0.0,11179372.0,1.0,0.0,0.0
The Burning Plain,R,107.0,0.0,6.8,Guillermo Arriaga,Guillermo Arriaga,Charlize Theron,Crime,2009,1.0,0.0,0.0,5642478.0,1.0,0.0,0.0
Brideshead Revisited,PG-13,133.0,0.0,6.7,Julian Jarrold,Andrew Davies,Matthew Goode,Drama,2008,1.0,0.0,0.0,13451186.0,1.0,0.0,0.0
Pathology,R,95.0,0.0,6.0,Marc Schölermann,Mark Neveldine,Alyssa Milano,Crime,2008,1.0,0.0,0.0,3234706.0,1.0,0.0,0.0
Igor,PG,87.0,0.0,6.0,Tony Leondis,Chris McKenna,John Cusack,Animation,2008,1.0,0.0,0.0,30893885.0,1.0,0.0,0.0
CJ7,PG,88.0,0.0,6.4,Stephen Chow,Stephen Chow,Stephen Chow,Comedy,2008,1.0,0.0,0.0,49529913.0,1.0,0.0,0.0
"Surfer, Dude",R,85.0,0.0,4.7,S.R. Bindler,S.R. Bindler,Matthew McConaughey,Comedy,2008,1.0,0.0,0.0,52132.0,1.0,0.0,0.0
Last Chance Harvey,PG-13,93.0,0.0,6.6,Joel Hopkins,Joel Hopkins,Dustin Hoffman,Drama,2009,1.0,0.0,0.0,32568427.0,1.0,0.0,0.0
The Family That Preys,PG-13,111.0,0.0,5.8,Tyler Perry,Tyler Perry,Kathy Bates,Drama,2008,1.0,0.0,0.0,37105289.0,1.0,0.0,0.0
Star Trek,PG-13,127.0,0.0,7.9,J.J. Abrams,Roberto Orci,Chris Pine,Action,2009,1.0,0.0,0.0,385680446.0,1.0,0.0,0.0
Avatar,PG-13,162.0,0.0,7.8,James Cameron,James Cameron,Sam Worthington,Action,2009,1.0,0.0,0.0,2847246203.0,1.0,0.0,0.0
Jennifer's Body,R,102.0,0.0,5.3,Karyn Kusama,Diablo Cody,Megan Fox,Comedy,2009,1.0,0.0,0.0,31556061.0,1.0,0.0,0.0
Watchmen,R,162.0,0.0,7.6,Zack Snyder,David Hayter,Jackie Earle Haley,Action,2009,1.0,0.0,0.0,185382813.0,1.0,0.0,0.0
State of Play,PG-13,127.0,0.0,7.1,Kevin Macdonald,Matthew Michael Carnahan,Russell Crowe,Crime,2009,1.0,0.0,0.0,87812371.0,1.0,0.0,0.0
Up in the Air,R,109.0,0.0,7.4,Jason Reitman,Walter Kirn,George Clooney,Comedy,2009,1.0,0.0,0.0,166842739.0,1.0,0.0,0.0
Coraline,PG,100.0,0.0,7.7,Henry Selick,Henry Selick,Dakota Fanning,Animation,2009,1.0,0.0,0.0,124596837.0,1.0,0.0,0.0
Moon,R,97.0,0.0,7.8,Duncan Jones,Duncan Jones,Sam Rockwell,Drama,2009,1.0,0.0,0.0,9760107.0,1.0,0.0,0.0
Mr. Nobody,R,141.0,0.0,7.8,Jaco Van Dormael,Jaco Van Dormael,Jared Leto,Drama,2013,1.0,0.0,0.0,3559160.0,1.0,0.0,0.0
Dogtooth,Not Rated,97.0,0.0,7.2,Yorgos Lanthimos,Efthymis Filippou,Christos Stergioglou,Drama,2009,1.0,0.0,0.0,676126.0,1.0,0.0,0.0
Angels & Demons,PG-13,138.0,0.0,6.7,Ron Howard,David Koepp,Tom Hanks,Action,2009,1.0,0.0,0.0,485930816.0,1.0,0.0,0.0
Pandorum,R,108.0,0.0,6.7,Christian Alvart,Travis Milloy,Dennis Quaid,Action,2009,1.0,0.0,0.0,20648328.0,1.0,0.0,0.0
Sorority Row,R,101.0,0.0,5.1,Stewart Hendler,Josh Stolberg,Briana Evigan,Horror,2009,1.0,0.0,0.0,27206120.0,1.0,0.0,0.0
The Imaginarium of Doctor Parnassus,PG-13,123.0,0.0,6.8,Terry Gilliam,Terry Gilliam,Christopher Plummer,Adventure,2010,1.0,0.0,0.0,61808775.0,1.0,0.0,0.0
A Perfect Getaway,R,98.0,0.0,6.5,David Twohy,David Twohy,Milla Jovovich,Drama,2009,1.0,0.0,0.0,22955544.0,1.0,0.0,0.0
Invictus,PG-13,134.0,0.0,7.3,Clint Eastwood,Anthony Peckham,Morgan Freeman,Biography,2009,1.0,0.0,0.0,122426792.0,1.0,0.0,0.0
Mother,R,129.0,0.0,7.8,Bong Joon Ho,Bong Joon Ho,Hye-ja Kim,Crime,2009,1.0,0.0,0.0,17203507.0,1.0,0.0,0.0
The Ugly Truth,R,96.0,0.0,6.4,Robert Luketic,Nicole Eastman,Katherine Heigl,Comedy,2009,1.0,0.0,0.0,321682600.0,1.0,0.0,0.0
Extract,R,92.0,0.0,6.1,Mike Judge,Mike Judge,Jason Bateman,Comedy,2009,1.0,0.0,0.0,10848783.0,1.0,0.0,0.0
The Collector,R,90.0,0.0,6.4,Marcus Dunstan,Patrick Melton,Josh Stewart,Horror,2009,1.0,0.0,0.0,10234475.0,1.0,0.0,0.0
Ninja Assassin,R,99.0,0.0,6.3,James McTeigue,Matthew Sand,Rain,Action,2009,1.0,0.0,0.0,61601280.0,1.0,0.0,0.0
Dragonball Evolution,PG,85.0,0.0,2.5,James Wong,Ben Ramsey,Justin Chatwin,Action,2009,1.0,0.0,0.0,55720772.0,1.0,0.0,0.0
Agora,R,127.0,0.0,7.2,Alejandro Amenábar,Alejandro Amenábar,Rachel Weisz,Adventure,2009,1.0,0.0,0.0,39457342.0,1.0,0.0,0.0
The Joneses,R,96.0,0.0,6.4,Derrick Borte,Randy T. Dinzler,Demi Moore,Comedy,2010,1.0,0.0,0.0,7043835.0,1.0,0.0,0.0
Julie & Julia,PG-13,123.0,0.0,7.0,Nora Ephron,Nora Ephron,Amy Adams,Biography,2009,1.0,0.0,0.0,129540522.0,1.0,0.0,0.0
The Young Victoria,PG,105.0,0.0,7.3,Jean-Marc Vallée,Julian Fellowes,Emily Blunt,Biography,2010,1.0,0.0,0.0,29196409.0,1.0,0.0,0.0
A Prophet,R,155.0,0.0,7.9,Jacques Audiard,Thomas Bidegain,Tahar Rahim,Crime,2010,1.0,0.0,0.0,17874044.0,1.0,0.0,0.0
My Sister's Keeper,PG-13,109.0,0.0,7.4,Nick Cassavetes,Jeremy Leven,Cameron Diaz,Drama,2009,1.0,0.0,0.0,95714875.0,1.0,0.0,0.0
Saw VI,R,90.0,0.0,6.0,Kevin Greutert,Patrick Melton,Tobin Bell,Horror,2009,1.0,0.0,0.0,68234154.0,1.0,0.0,0.0
Push,PG-13,111.0,0.0,6.1,Paul McGuigan,David Bourla,Camilla Belle,Action,2009,1.0,0.0,0.0,48858618.0,1.0,0.0,0.0
The Box,PG-13,115.0,0.0,5.6,Richard Kelly,Richard Kelly,Cameron Diaz,Drama,2009,1.0,0.0,0.0,33334176.0,1.0,0.0,0.0
"I Love You, Beth Cooper",PG-13,102.0,0.0,5.3,Chris Columbus,Larry Doyle,Hayden Panettiere,Comedy,2009,1.0,0.0,0.0,15821907.0,1.0,0.0,0.0
Thirst,R,134.0,0.0,7.1,Park Chan-Wook,Émile Zola,Kang-ho Song,Drama,2009,1.0,0.0,0.0,13085023.0,1.0,0.0,0.0
The White Ribbon,R,144.0,0.0,7.8,Michael Haneke,Michael Haneke,Christian Friedel,Drama,2010,1.0,0.0,0.0,19319671.0,1.0,0.0,0.0
Hannah Montana: The Movie,G,102.0,0.0,4.6,Peter Chelsom,Dan Berendsen,Miley Cyrus,Comedy,2009,1.0,0.0,0.0,155545279.0,1.0,0.0,0.0
12 Rounds,PG-13,108.0,0.0,5.6,Renny Harlin,Daniel Kunka,John Cena,Action,2009,1.0,0.0,0.0,17280326.0,1.0,0.0,0.0
Survival of the Dead,R,90.0,0.0,4.9,George A. Romero,George A. Romero,Alan Van Sprang,Comedy,2010,1.0,0.0,0.0,386078.0,1.0,0.0,0.0
Astro Boy,PG,94.0,0.0,6.3,David Bowers,Osamu Tezuka,Freddie Highmore,Animation,2009,1.0,0.0,0.0,39886986.0,1.0,0.0,0.0
My Life in Ruins,PG-13,95.0,0.0,5.9,Donald Petrie,Mike Reiss,Nia Vardalos,Comedy,2009,1.0,0.0,0.0,20458873.0,1.0,0.0,0.0
G-Force,PG,88.0,0.0,5.1,Hoyt Yeatman,Cormac Wibberley,Will Arnett,Animation,2009,1.0,0.0,0.0,292817898.0,1.0,0.0,0.0
Love Happens,PG-13,109.0,0.0,5.7,Brandon Camp,Brandon Camp,Jennifer Aniston,Drama,2009,1.0,0.0,0.0,36088028.0,1.0,0.0,0.0
The Girl Who Kicked the Hornet's Nest,R,147.0,0.0,7.3,Daniel Alfredson,Jonas Frykberg,Michael Nyqvist,Crime,2010,1.0,0.0,0.0,44276335.0,1.0,0.0,0.0
Harry Brown,R,103.0,0.0,7.2,Daniel Barber,Gary Young,Michael Caine,Action,2010,1.0,0.0,0.0,10371451.0,1.0,0.0,0.0
Madea Goes to Jail,PG-13,103.0,0.0,4.5,Tyler Perry,Tyler Perry,Tyler Perry,Comedy,2009,1.0,0.0,0.0,90508336.0,1.0,0.0,0.0
Sin Nombre,R,96.0,0.0,7.6,Cary Joji Fukunaga,Cary Joji Fukunaga,Paulina Gaitan,Adventure,2009,1.0,0.0,0.0,5102705.0,1.0,0.0,0.0
